row_id,source,sent0,sent1,hard_neg,static_score,static_reason,chiral_score,chiral_reason,verdict,error,raw
9021,ego4d,The student raises her hand,The student raises the right hand,The student lowers her hand,3.0,"The subject and object are identical in both sentences, preserving all non-action elements perfectly.",3.0,The verb 'lowers' is the direct directional antonym of 'raises' in this context.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are identical in both sentences, preserving all non-action elements perfectly."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verb 'lowers' is the direct directional antonym of 'raises' in this context."",
  ""verdict"": ""PASS""
}"
9022,ego4d,The child picks a cup.,The woman B picks the cup from the table with her right hand.,The child puts a cup down.,3.0,The subject 'The child' and the object 'a cup' are perfectly identical across both sentences with no differences in setting or manner.,3.0,'Picks' (up) and 'puts down' are the definitive temporal and directional antonyms for this physical interaction.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject 'The child' and the object 'a cup' are perfectly identical across both sentences with no differences in setting or manner."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Picks' (up) and 'puts down' are the definitive temporal and directional antonyms for this physical interaction."",
  ""verdict"": ""PASS""
}
```"
9023,ego4d,The diner drops the napkin on the dining table with her right hand.,The diner drops the napkin on the dining table with her left hand.,The diner picks up the napkin from the dining table with her right hand.,3.0,"All non-action elements including the subject, object, setting, and instrument are identical between the anchor and hard negative.",3.0,The action 'picks up' is a perfect temporal and directional antonym of 'drops' within the given context.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""All non-action elements including the subject, object, setting, and instrument are identical between the anchor and hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'picks up' is a perfect temporal and directional antonym of 'drops' within the given context."",
  ""verdict"": ""PASS""
}"
9024,ego4d,The baker puts the bowl on the table,The baker puts the bowl in the dough,The baker takes the bowl off the table,3.0,"The subject, object, and setting are perfectly identical between the anchor and the hard negative.",3.0,'Takes off' is the precise directional and temporal antonym of 'puts on'.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting are perfectly identical between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Takes off' is the precise directional and temporal antonym of 'puts on'."",
  ""verdict"": ""PASS""
}"
9025,ego4d,The child drops the bottle on top of the cupboard,The child drops the water bottle,The child picks up the bottle from the cupboard,2.0,"The setting phrase changes from 'on top of the cupboard' to 'from the cupboard', which is a minor variation in spatial detail.",3.0,Drops and picks up are clear directional and temporal antonyms regarding the movement of the object relative to the person and the surface.,PASS,,"{
  ""static_score"": 2,
  ""static_reason"": ""The setting phrase changes from 'on top of the cupboard' to 'from the cupboard', which is a minor variation in spatial detail."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""Drops and picks up are clear directional and temporal antonyms regarding the movement of the object relative to the person and the surface."",
  ""verdict"": ""PASS""
}"
9026,ego4d,The tailor folds the pink cloth in his right hand with his left hand.,The tailor folds cloth with both hands,The tailor unfolds the pink cloth in his right hand with his left hand.,3.0,"The subject, object, and specific manner of handling the cloth are identical between the anchor and the hard negative.",3.0,The verb 'unfolds' is a precise temporal and directional antonym of the anchor's action 'folds'.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and specific manner of handling the cloth are identical between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verb 'unfolds' is a precise temporal and directional antonym of the anchor's action 'folds'."",
  ""verdict"": ""PASS""
}
```"
9027,ego4d,The student picks a phone,The student picks a phone from the table,The student puts down a phone,3.0,"The subject and object are identical between the anchor and the hard negative, and neither contains a setting or manner.",2.0,"The verb 'picks' is slightly ambiguous as it can mean 'selects', whereas 'picks up' would be the precise directional antonym to 'puts down'.",PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are identical between the anchor and the hard negative, and neither contains a setting or manner."",
  ""chiral_score"": 2,
  ""chiral_reason"": ""The verb 'picks' is slightly ambiguous as it can mean 'selects', whereas 'picks up' would be the precise directional antonym to 'puts down'."",
  ""verdict"": ""PASS""
}
```"
9028,ego4d,The carpenter puts the left hand on a wood frame,The man puts his hand on the table,The carpenter takes the left hand off a wood frame,3.0,"All non-action elements including the subject, object, and setting are identical between the anchor and hard negative.",3.0,'Takes off' is a perfect directional and temporal antonym for 'puts on' within this context.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""All non-action elements including the subject, object, and setting are identical between the anchor and hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Takes off' is a perfect directional and temporal antonym for 'puts on' within this context."",
  ""verdict"": ""PASS""
}"
9029,ego4d,The person puts the bottle on the stand,The person puts bottle in the mouth,The person takes the bottle off the stand,3.0,"The subject, object, and the locative setting are perfectly identical between the anchor and the hard negative.",3.0,The action 'takes off' is the direct directional and temporal reversal of the action 'puts on'.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and the locative setting are perfectly identical between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'takes off' is the direct directional and temporal reversal of the action 'puts on'."",
  ""verdict"": ""PASS""
}"
9030,ego4d,#C C lifts her right hand from the piece of paper on the table,#C C lifts his hand from the lawn mower,#C C places her right hand on the piece of paper on the table,3.0,"The subject, object, and setting are identical in every detail between the anchor and the hard negative.",3.0,Lifting a hand from a surface and placing a hand on a surface are perfect directional and temporal antonyms.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting are identical in every detail between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""Lifting a hand from a surface and placing a hand on a surface are perfect directional and temporal antonyms."",
  ""verdict"": ""PASS""
}"
9031,ego4d,The technician drops the cable,The technician drops the cable on the generator,The technician picks up the cable,3.0,The subject and object are exactly identical across both the anchor and the hard negative.,3.0,The action 'picks up' is a direct directional and temporal inverse of 'drops'.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are exactly identical across both the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'picks up' is a direct directional and temporal inverse of 'drops'."",
  ""verdict"": ""PASS""
}"
9032,ego4d,The cleaner places her right hand on the cloth roller.,The man Z places his left hand on a card on the table.,The cleaner removes her right hand from the cloth roller.,3.0,"The subject, object, and specific descriptors such as 'right hand' and 'cloth roller' are identical in both sentences.",3.0,'Removes from' is a perfect temporal and directional reversal of the action 'places on'.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and specific descriptors such as 'right hand' and 'cloth roller' are identical in both sentences."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Removes from' is a perfect temporal and directional reversal of the action 'places on'."",
  ""verdict"": ""PASS""
}
```"
9033,ego4d,The woman picks up the bottle from the table.,The woman picks the water bottle from the table with her right hand.,The woman puts down the bottle on the table.,3.0,"The subject, object, and setting are identical across both sentences with only the prepositional change required by the action.",3.0,'Puts down' is the exact directional and temporal antonym of 'picks up' for this specific object and setting.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting are identical across both sentences with only the prepositional change required by the action."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Puts down' is the exact directional and temporal antonym of 'picks up' for this specific object and setting."",
  ""verdict"": ""PASS""
}
```"
9034,ego4d,The baker removes his right hand from the pastry brush.,The baker removes hand from the shirt,The baker places his right hand on the pastry brush.,3.0,"The subject, direct object, and prepositional object are identical, ensuring the setting and context remain unchanged.",3.0,'Places on' is the precise directional and temporal antonym of 'removes from' for this interaction.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, direct object, and prepositional object are identical, ensuring the setting and context remain unchanged."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Places on' is the precise directional and temporal antonym of 'removes from' for this interaction."",
  ""verdict"": ""PASS""
}
```"
9035,ego4d,The nurse picks a soap bottle,The patient picks water bottle,The nurse puts down a soap bottle,3.0,The subject 'nurse' and object 'soap bottle' are identical in both the anchor and the hard negative.,3.0,The verbs 'picks' and 'puts down' are direct temporal and directional antonyms representing the start and end of an object interaction.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject 'nurse' and object 'soap bottle' are identical in both the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verbs 'picks' and 'puts down' are direct temporal and directional antonyms representing the start and end of an object interaction."",
  ""verdict"": ""PASS""
}
```"
9036,ego4d,The woman opens door with left hand.,The woman opens the door to get out.,The woman closes door with left hand.,3.0,"The subject, object, and the specific manner of the action are identical between the anchor and the hard negative.",3.0,The verb 'closes' is the perfect temporal and directional antonym of 'opens' in this context.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and the specific manner of the action are identical between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verb 'closes' is the perfect temporal and directional antonym of 'opens' in this context."",
  ""verdict"": ""PASS""
}"
9037,ego4d,The waiter drops the bottle on the table with his right hand.,The waiter drops the bottle of oil on the table,The waiter picks up the bottle from the table with his right hand.,3.0,"Subject, object, and manner are identical, while the setting is preserved with a necessary prepositional adjustment for the action reversal.",3.0,The actions 'drops' and 'picks up' represent a clear directional and temporal antonym pair.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""Subject, object, and manner are identical, while the setting is preserved with a necessary prepositional adjustment for the action reversal."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The actions 'drops' and 'picks up' represent a clear directional and temporal antonym pair."",
  ""verdict"": ""PASS""
}"
9038,ego4d,The **seamstress** folds the piece with her hands,The **seamstress** folds the piece of cloth,The **seamstress** unfolds the piece with her hands,3.0,"The subject, object, and manner are verbatim identical between the anchor and the hard negative.",3.0,The verb 'unfolds' is the precise chiral antonym of 'folds' as it reverses the physical state of the object.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and manner are verbatim identical between the anchor and the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verb 'unfolds' is the precise chiral antonym of 'folds' as it reverses the physical state of the object."",
  ""verdict"": ""PASS""
}"
9039,ego4d,The doorman opens door,The doorman opens the door.,The doorman closes door,3.0,"The subject and object are identical, preserving the specific telegraphic phrasing used in the anchor.",3.0,The verb 'closes' is the exact physical and temporal antonym of 'opens'.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are identical, preserving the specific telegraphic phrasing used in the anchor."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The verb 'closes' is the exact physical and temporal antonym of 'opens'."",
  ""verdict"": ""PASS""
}"
9040,ego4d,The chef puts sauce on the food,The woman puts the sauce on the dough with the spoon in her right hand,The chef takes sauce off the food,3.0,"The subject, object, and the entity the action is performed upon are identical in both sentences.",3.0,The action 'puts on' and its counterpart 'takes off' represent a perfect directional and temporal antonym pair.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and the entity the action is performed upon are identical in both sentences."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'puts on' and its counterpart 'takes off' represent a perfect directional and temporal antonym pair."",
  ""verdict"": ""PASS""
}"
9041,ego4d,The driver opens the car door,The driver opens the door of the lower shelf with his left hand,The driver closes the car door,3.0,"The subject and object are verbatim identical between the anchor and the hard negative, satisfying the preservation of all non-action elements.",3.0,The action 'closes' is the exact temporal and directional antonym of 'opens' regarding the state of a door.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are verbatim identical between the anchor and the hard negative, satisfying the preservation of all non-action elements."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'closes' is the exact temporal and directional antonym of 'opens' regarding the state of a door."",
  ""verdict"": ""PASS""
}"
9042,ego4d,The lady drops the portable bottle of shisha on the table,She drops the bottle in the drawer with her right hand.,The lady picks up the portable bottle of shisha from the table,3.0,"The subject, object, and setting are identical across both sentences, with the preposition change ('on' vs 'from') being a necessary grammatical consequence of the reversed action.",3.0,'Picks up' and 'drops' represent a perfect directional and temporal antonym pair regarding the movement of an object relative to a surface.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting are identical across both sentences, with the preposition change ('on' vs 'from') being a necessary grammatical consequence of the reversed action."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Picks up' and 'drops' represent a perfect directional and temporal antonym pair regarding the movement of an object relative to a surface."",
  ""verdict"": ""PASS""
}"
9043,ego4d,The mechanic removes his hand on the travel mug,The mechanic removes her left hand from the pressing table.,The mechanic places his hand on the travel mug,3.0,"The subject, direct object, and prepositional phrase are identical across both sentences.",3.0,'Removes' and 'places' are perfect directional antonyms for the movement of a hand relative to an object.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, direct object, and prepositional phrase are identical across both sentences."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""'Removes' and 'places' are perfect directional antonyms for the movement of a hand relative to an object."",
  ""verdict"": ""PASS""
}
```"
9044,ego4d,The cook picks up a disposable container from the fridge,The cook picks a plastic container from the cabinet,The cook puts down a disposable container in the fridge,3.0,"The subject, object, and setting are perfectly preserved, with only a grammatically necessary preposition change.",3.0,The actions 'picks up' and 'puts down' represent a perfect pair of directional antonyms.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting are perfectly preserved, with only a grammatically necessary preposition change."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The actions 'picks up' and 'puts down' represent a perfect pair of directional antonyms."",
  ""verdict"": ""PASS""
}"
9045,ego4d,The mechanic opens the tool box,Lady Z opens the box,The mechanic closes the tool box,3.0,"The subject and object are identical between the anchor and the hard negative, satisfying the preservation criteria perfectly.",3.0,The action 'closes' is the direct temporal and directional antonym of 'opens'.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are identical between the anchor and the hard negative, satisfying the preservation criteria perfectly."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'closes' is the direct temporal and directional antonym of 'opens'."",
  ""verdict"": ""PASS""
}"
9046,ego4d,The artist puts a hand on a table,The artist puts her hand on the drawing book,The artist takes a hand off a table,3.0,"The subject, object, and setting noun (artist, hand, table) are identical across both sentences.",3.0,The action 'takes off' is a perfect directional and temporal antonym of 'puts on'.,PASS,,"```json
{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, and setting noun (artist, hand, table) are identical across both sentences."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'takes off' is a perfect directional and temporal antonym of 'puts on'."",
  ""verdict"": ""PASS""
}
```"
9047,ego4d,The **waiter** picks up the tray from the fence with his hands.,The **waiter** picks a tray,The **waiter** puts down the tray on the fence with his hands.,3.0,"The subject, object, setting, and manner are identical, with the preposition change being a logical necessity for the action reversal.",3.0,The actions 'picks up' and 'puts down' constitute a perfect temporal and directional antonym pair.,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject, object, setting, and manner are identical, with the preposition change being a logical necessity for the action reversal."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The actions 'picks up' and 'puts down' constitute a perfect temporal and directional antonym pair."",
  ""verdict"": ""PASS""
}"
9048,ego4d,The mechanic picks a lid,The mechanic picks the lid on a bench vise on the table with his gloved left hand.,The mechanic puts a lid down,3.0,"The subject and object are identical, and no extraneous setting or manner descriptors are added to the hard negative.",3.0,The action 'puts down' is the direct temporal and directional antonym of the anchor's action 'picks' (up).,PASS,,"{
  ""static_score"": 3,
  ""static_reason"": ""The subject and object are identical, and no extraneous setting or manner descriptors are added to the hard negative."",
  ""chiral_score"": 3,
  ""chiral_reason"": ""The action 'puts down' is the direct temporal and directional antonym of the anchor's action 'picks' (up)."",
  ""verdict"": ""PASS""
}"
