a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
A,E,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,4,Eason swinging hand to the right,0222-01,['1' '0' '5' '8' '9' '3'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 1
B: 0
C: 5
D: 8
E: 9
F: 3 
Pick the best suited option.",E,videos/human/0222-01.mp4
F,A,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,0,Eason swinging hand to the right,0223-03,['6' '8' '5' '7' '3' '0'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 6
B: 8
C: 5
D: 7
E: 3
F: 0 
Pick the best suited option.",A,videos/human/0223-03.mp4
E,A,How many times does the person swing their hand to the right throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,0,Eason swinging hand to the right with markerpen,0224-03,['7' '6' '3' '5' '0' '8'],,"How many times does the person swing their hand to the right throughout the entire video?
Options: 
A: 7
B: 6
C: 3
D: 5
E: 0
F: 8 
Pick the best suited option.",A,videos/human/0224-03.mp4
A,E,How many times does the person swing their hand downward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,4,Eason swinging hand downward with markerpen,0225-03,['0' '5' '3' '10' '9' '7'],,"How many times does the person swing their hand downward throughout the entire video?
Options: 
A: 0
B: 5
C: 3
D: 10
E: 9
F: 7 
Pick the best suited option.",E,videos/human/0225-03.mp4
D,A,How many times does the person swing their hand to the left throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,0,Eason swinging hand to the left with markerpen,0226-02,['7' '5' '10' '0' '9' '3'],,"How many times does the person swing their hand to the left throughout the entire video?
Options: 
A: 7
B: 5
C: 10
D: 0
E: 9
F: 3 
Pick the best suited option.",A,videos/human/0226-02.mp4
B,E,How many times does the person swing their hand to the left throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,4,Eason swinging hand to the left,0227-03,['5' '1' '4' '3' '2' '0'],,"How many times does the person swing their hand to the left throughout the entire video?
Options: 
A: 5
B: 1
C: 4
D: 3
E: 2
F: 0 
Pick the best suited option.",E,videos/human/0227-03.mp4
F,A,How many times does the person swing their hand downward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,0,Eason swinging hand downward,0228-03,['4' '5' '2' '3' '1' '0'],,"How many times does the person swing their hand downward throughout the entire video?
Options: 
A: 4
B: 5
C: 2
D: 3
E: 1
F: 0 
Pick the best suited option.",A,videos/human/0228-03.mp4
F,A,How many times does the person swing their hand upward throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,0,Eason swinging hand upward,0229-03,['4' '3' '5' '2' '1' '0'],,"How many times does the person swing their hand upward throughout the entire video?
Options: 
A: 4
B: 3
C: 5
D: 2
E: 1
F: 0 
Pick the best suited option.",A,videos/human/0229-03.mp4
A,E,How many circle(s)) does the person's hand trace in the air throughout the entire video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",count,4,Eason tracing circle(s),0230-07,['1' '3' '0' '4' '5' '2'],,"How many circle(s)) does the person's hand trace in the air throughout the entire video?
Options: 
A: 1
B: 3
C: 0
D: 4
E: 5
F: 2 
Pick the best suited option.",E,videos/human/0230-07.mp4
A,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0000-00,['2' '6' '3' '4' '7' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 2
B: 6
C: 3
D: 4
E: 7
F: 5 
Pick the best suited option.",A,videos/simulated/0000-00.mp4
D,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0001-00,['3' '5' '6' '2' '7' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 5
C: 6
D: 2
E: 7
F: 4 
Pick the best suited option.",A,videos/simulated/0001-00.mp4
B,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0002-00,['2' '1' '4' '6' '7' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 2
B: 1
C: 4
D: 6
E: 7
F: 5 
Pick the best suited option.",C,videos/simulated/0002-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0003-00,['5' '1' '4' '3' '2' '6'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 1
C: 4
D: 3
E: 2
F: 6 
Pick the best suited option.",E,videos/simulated/0003-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0004-00,['4' '1' '0' '2' '3' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 1
C: 0
D: 2
E: 3
F: 5 
Pick the best suited option.",E,videos/simulated/0004-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0005-00,['5' '3' '4' '7' '2' '6'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 3
C: 4
D: 7
E: 2
F: 6 
Pick the best suited option.",E,videos/simulated/0005-00.mp4
C,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0006-00,['4' '3' '1' '6' '2' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 3
C: 1
D: 6
E: 2
F: 5 
Pick the best suited option.",C,videos/simulated/0006-00.mp4
C,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0007-00,['5' '0' '2' '4' '3' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 0
C: 2
D: 4
E: 3
F: 1 
Pick the best suited option.",C,videos/simulated/0007-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0008-00,['8' '1' '10' '4' '2' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 8
B: 1
C: 10
D: 4
E: 2
F: 3 
Pick the best suited option.",E,videos/simulated/0008-00.mp4
F,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0009-00,['7' '3' '11' '5' '9' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 7
B: 3
C: 11
D: 5
E: 9
F: 1 
Pick the best suited option.",B,videos/simulated/0009-00.mp4
B,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0010-00,['3' '4' '6' '1' '5' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 4
C: 6
D: 1
E: 5
F: 2 
Pick the best suited option.",A,videos/simulated/0010-00.mp4
B,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0011-00,['3' '4' '6' '5' '8' '7'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 4
C: 6
D: 5
E: 8
F: 7 
Pick the best suited option.",A,videos/simulated/0011-00.mp4
C,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0012-00,['4' '3' '2' '1' '6' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 3
C: 2
D: 1
E: 6
F: 5 
Pick the best suited option.",C,videos/simulated/0012-00.mp4
C,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0013-00,['6' '8' '2' '5' '4' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 6
B: 8
C: 2
D: 5
E: 4
F: 3 
Pick the best suited option.",F,videos/simulated/0013-00.mp4
D,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0014-00,['4' '6' '3' '1' '2' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 6
C: 3
D: 1
E: 2
F: 5 
Pick the best suited option.",C,videos/simulated/0014-00.mp4
C,D,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,Simulated objects colliding,0015-00,['4' '6' '1' '2' '5' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 6
C: 1
D: 2
E: 5
F: 3 
Pick the best suited option.",D,videos/simulated/0015-00.mp4
A,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0016-00,['3' '5' '7' '6' '4' '8'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 5
C: 7
D: 6
E: 4
F: 8 
Pick the best suited option.",A,videos/simulated/0016-00.mp4
C,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0017-00,['5' '9' '1' '4' '0' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 9
C: 1
D: 4
E: 0
F: 3 
Pick the best suited option.",F,videos/simulated/0017-00.mp4
A,D,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,Simulated objects colliding,0018-00,['2' '4' '6' '3' '5' '0'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 2
B: 4
C: 6
D: 3
E: 5
F: 0 
Pick the best suited option.",D,videos/simulated/0018-00.mp4
F,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0019-00,['0' '2' '5' '1' '4' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 2
C: 5
D: 1
E: 4
F: 3 
Pick the best suited option.",B,videos/simulated/0019-00.mp4
A,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0020-00,['2' '3' '5' '0' '1' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 2
B: 3
C: 5
D: 0
E: 1
F: 4 
Pick the best suited option.",F,videos/simulated/0020-00.mp4
F,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0021-00,['3' '5' '4' '1' '6' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 5
C: 4
D: 1
E: 6
F: 2 
Pick the best suited option.",F,videos/simulated/0021-00.mp4
E,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0022-00,['1' '0' '2' '4' '3' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 1
B: 0
C: 2
D: 4
E: 3
F: 5 
Pick the best suited option.",C,videos/simulated/0022-00.mp4
C,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0023-00,['0' '3' '1' '4' '5' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 3
C: 1
D: 4
E: 5
F: 2 
Pick the best suited option.",F,videos/simulated/0023-00.mp4
F,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0024-00,['3' '1' '5' '0' '4' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 1
C: 5
D: 0
E: 4
F: 2 
Pick the best suited option.",A,videos/simulated/0024-00.mp4
B,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0025-00,['3' '1' '4' '5' '2' '0'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 1
C: 4
D: 5
E: 2
F: 0 
Pick the best suited option.",A,videos/simulated/0025-00.mp4
C,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0026-00,['4' '6' '3' '7' '5' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 6
C: 3
D: 7
E: 5
F: 2 
Pick the best suited option.",F,videos/simulated/0026-00.mp4
D,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0027-00,['0' '3' '8' '2' '1' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 3
C: 8
D: 2
E: 1
F: 4 
Pick the best suited option.",B,videos/simulated/0027-00.mp4
B,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0028-00,['3' '2' '6' '0' '4' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 2
C: 6
D: 0
E: 4
F: 1 
Pick the best suited option.",A,videos/simulated/0028-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0029-00,['3' '6' '4' '7' '2' '5'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 6
C: 4
D: 7
E: 2
F: 5 
Pick the best suited option.",E,videos/simulated/0029-00.mp4
E,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0030-00,['4' '1' '0' '2' '3' '8'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 1
C: 0
D: 2
E: 3
F: 8 
Pick the best suited option.",A,videos/simulated/0030-00.mp4
D,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0031-00,['0' '5' '3' '4' '1' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 5
C: 3
D: 4
E: 1
F: 2 
Pick the best suited option.",F,videos/simulated/0031-00.mp4
B,A,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,0,Simulated objects colliding,0032-00,['3' '2' '0' '4' '5' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 2
C: 0
D: 4
E: 5
F: 1 
Pick the best suited option.",A,videos/simulated/0032-00.mp4
B,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0033-00,['3' '1' '5' '4' '0' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 1
C: 5
D: 4
E: 0
F: 2 
Pick the best suited option.",F,videos/simulated/0033-00.mp4
B,D,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,Simulated objects colliding,0034-00,['5' '2' '0' '3' '1' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 2
C: 0
D: 3
E: 1
F: 4 
Pick the best suited option.",D,videos/simulated/0034-00.mp4
C,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0035-00,['0' '3' '2' '5' '4' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 3
C: 2
D: 5
E: 4
F: 1 
Pick the best suited option.",C,videos/simulated/0035-00.mp4
D,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0036-00,['1' '5' '4' '2' '3' '6'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 1
B: 5
C: 4
D: 2
E: 3
F: 6 
Pick the best suited option.",E,videos/simulated/0036-00.mp4
B,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0037-00,['0' '1' '5' '2' '4' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 1
C: 5
D: 2
E: 4
F: 3 
Pick the best suited option.",E,videos/simulated/0037-00.mp4
F,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0038-00,['0' '2' '3' '5' '4' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 2
C: 3
D: 5
E: 4
F: 1 
Pick the best suited option.",C,videos/simulated/0038-00.mp4
E,E,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,4,Simulated objects colliding,0039-00,['0' '4' '5' '3' '2' '1'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 0
B: 4
C: 5
D: 3
E: 2
F: 1 
Pick the best suited option.",E,videos/simulated/0039-00.mp4
F,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0040-00,['7' '8' '6' '5' '4' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 7
B: 8
C: 6
D: 5
E: 4
F: 3 
Pick the best suited option.",F,videos/simulated/0040-00.mp4
D,D,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,3,Simulated objects colliding,0041-00,['3' '5' '0' '2' '1' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 3
B: 5
C: 0
D: 2
E: 1
F: 4 
Pick the best suited option.",D,videos/simulated/0041-00.mp4
F,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0042-00,['1' '3' '5' '0' '4' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 1
B: 3
C: 5
D: 0
E: 4
F: 2 
Pick the best suited option.",B,videos/simulated/0042-00.mp4
C,C,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,2,Simulated objects colliding,0043-00,['4' '5' '3' '1' '0' '2'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 4
B: 5
C: 3
D: 1
E: 0
F: 2 
Pick the best suited option.",C,videos/simulated/0043-00.mp4
B,B,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,1,Simulated objects colliding,0044-00,['8' '2' '0' '3' '1' '4'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 8
B: 2
C: 0
D: 3
E: 1
F: 4 
Pick the best suited option.",B,videos/simulated/0044-00.mp4
E,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0045-00,['10' '12' '1' '8' '2' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 10
B: 12
C: 1
D: 8
E: 2
F: 3 
Pick the best suited option.",F,videos/simulated/0045-00.mp4
B,F,How many distinct collision(s) occur throughout the entire video?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",count,5,Simulated objects colliding,0046-00,['5' '1' '0' '2' '4' '3'],CLEVRER,"How many distinct collision(s) occur throughout the entire video?
Options: 
A: 5
B: 1
C: 0
D: 2
E: 4
F: 3 
Pick the best suited option.",F,videos/simulated/0046-00.mp4
