a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
D,E,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving hand to the left with markerpen,0224-05,"['Right.' 'Not moving at all' 'First to the right then to the left.'
 'First to the left then to the right.' 'Left.']",,"What was the direction of the person's hand movement?
Options: 
A: Right.
B: Not moving at all
C: First to the right then to the left.
D: First to the left then to the right.
E: Left. 
Pick the best suited option.",E,videos/human/0224-05.mp4
D,C,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand down with markerpen,0225-04,"['Downwards then upwards.' 'Up.' 'Down.' 'Upwards then downwards.'
 'Not moving at all']",,"What was the direction of the person's hand movement?
Options: 
A: Downwards then upwards.
B: Up.
C: Down.
D: Upwards then downwards.
E: Not moving at all 
Pick the best suited option.",C,videos/human/0225-04.mp4
A,B,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Eason moving hand up with markerpen,0225-05,"['Not moving at all' 'Up.' 'Down.' 'Downwards then upwards.'
 'Upwards then downwards.']",,"What was the direction of the person's hand movement?
Options: 
A: Not moving at all
B: Up.
C: Down.
D: Downwards then upwards.
E: Upwards then downwards. 
Pick the best suited option.",B,videos/human/0225-05.mp4
C,B,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Eason moving hand to the left with markerpen,0226-03,"['First to the right then to the left.' 'Left.'
 'First to the left then to the right.' 'Right.' 'Not moving at all']",,"What was the direction of the person's hand movement?
Options: 
A: First to the right then to the left.
B: Left.
C: First to the left then to the right.
D: Right.
E: Not moving at all 
Pick the best suited option.",B,videos/human/0226-03.mp4
E,C,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand to the left,0227-04,"['First to the left then to the right.' 'Not moving at all' 'Left.'
 'Right.' 'First to the right then to the left.']",,"What was the direction of the person's hand movement?
Options: 
A: First to the left then to the right.
B: Not moving at all
C: Left.
D: Right.
E: First to the right then to the left. 
Pick the best suited option.",C,videos/human/0227-04.mp4
E,C,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand to the right,0227-05,"['First to the right then to the left.' 'Left.' 'Right.'
 'Not moving at all' 'First to the left then to the right.']",,"What was the direction of the person's hand movement?
Options: 
A: First to the right then to the left.
B: Left.
C: Right.
D: Not moving at all
E: First to the left then to the right. 
Pick the best suited option.",C,videos/human/0227-05.mp4
E,D,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving hand down,0228-04,"['Not moving at all' 'Upwards then downwards.' 'Downwards then upwards.'
 'Down.' 'Up.']",,"What was the direction of the person's hand movement?
Options: 
A: Not moving at all
B: Upwards then downwards.
C: Downwards then upwards.
D: Down.
E: Up. 
Pick the best suited option.",D,videos/human/0228-04.mp4
A,B,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Eason moving hand up,0228-05,"['Not moving at all' 'Up.' 'Down.' 'Upwards then downwards.'
 'Downwards then upwards.']",,"What was the direction of the person's hand movement?
Options: 
A: Not moving at all
B: Up.
C: Down.
D: Upwards then downwards.
E: Downwards then upwards. 
Pick the best suited option.",B,videos/human/0228-05.mp4
D,C,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand up,0229-04,"['Downwards then upwards.' 'Down.' 'Up.' 'Not moving at all'
 'Upwards then downwards.']",,"What was the direction of the person's hand movement?
Options: 
A: Downwards then upwards.
B: Down.
C: Up.
D: Not moving at all
E: Upwards then downwards. 
Pick the best suited option.",C,videos/human/0229-04.mp4
C,D,What was the direction of the person's hand movement?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving hand down,0229-05,"['Upwards then downwards.' 'Up.' 'Downwards then upwards.' 'Down.'
 'Not moving at all']",,"What was the direction of the person's hand movement?
Options: 
A: Upwards then downwards.
B: Up.
C: Downwards then upwards.
D: Down.
E: Not moving at all 
Pick the best suited option.",D,videos/human/0229-05.mp4
C,D,What was the orientation of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving hand left then down,0251-03,['Down then left.' 'Not moving at all' 'Left.' 'Left then Down.' 'Down.'],,"What was the orientation of the person's hand movement?
Options: 
A: Down then left.
B: Not moving at all
C: Left.
D: Left then Down.
E: Down. 
Pick the best suited option.",D,videos/human/0251-03.mp4
E,E,What was the orientation of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving hand up then right,0251-04,"['Left.' 'Not moving at all' 'Up.' 'First to the right then to the left.'
 'Up then Right.']",,"What was the orientation of the person's hand movement?
Options: 
A: Left.
B: Not moving at all
C: Up.
D: First to the right then to the left.
E: Up then Right. 
Pick the best suited option.",E,videos/human/0251-04.mp4
F,B,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Eason moving hand with markerpen,0524-00,"['Leftwards then upwards.' 'Leftwards then rightwards.'
 'Downwards then upwards' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Rightwards then upwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Leftwards then upwards.
B: Leftwards then rightwards.
C: Downwards then upwards
D: Rightwards then downwards.
E: Upwards then downwards.
F: Rightwards then upwards. 
Pick the best suited option.",B,videos/human/0524-00.mp4
C,C,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand with markerpen,0524-01,"['Rightwards then upwards.' 'Leftwards then upwards.'
 'Leftwards then rightwards.' 'Upwards then downwards.'
 'Rightwards then downwards.' 'Downwards then upwards']",,"What is the direction of the person's hand movement?
Options: 
A: Rightwards then upwards.
B: Leftwards then upwards.
C: Leftwards then rightwards.
D: Upwards then downwards.
E: Rightwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",C,videos/human/0524-01.mp4
C,A,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,0,Eason moving hand with markerpen,0529-00,"['Leftwards then downwards.' 'Rightwards then leftwards.'
 'Downwards then leftwards.' 'Downwards then rightwards.'
 'Upwards then rightwards.' 'Upwards then leftwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Leftwards then downwards.
B: Rightwards then leftwards.
C: Downwards then leftwards.
D: Downwards then rightwards.
E: Upwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",A,videos/human/0529-00.mp4
C,A,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,0,Eason moving hand with markerpen,0529-01,"['Leftwards then downwards.' 'Upwards then leftwards.'
 'Downwards then leftwards.' 'Upwards then rightwards.'
 'Rightwards then leftwards.' 'Downwards then rightwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Leftwards then downwards.
B: Upwards then leftwards.
C: Downwards then leftwards.
D: Upwards then rightwards.
E: Rightwards then leftwards.
F: Downwards then rightwards. 
Pick the best suited option.",A,videos/human/0529-01.mp4
C,D,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving hand with markerpen,0531-00,"['Rightwards then leftwards.' 'Downwards then leftwards.'
 'Downwards then rightwards.' 'Leftwards then leftwards.'
 'Upwards then rightwards.' 'Upwards then leftwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Rightwards then leftwards.
B: Downwards then leftwards.
C: Downwards then rightwards.
D: Leftwards then leftwards.
E: Upwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",D,videos/human/0531-00.mp4
C,B,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,1,Eason moving hand with markerpen,0531-01,"['Upwards then leftwards.' 'Leftwards then leftwards.'
 'Upwards then rightwards.' 'Rightwards then leftwards.'
 'Downwards then leftwards.' 'Downwards then rightwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Upwards then leftwards.
B: Leftwards then leftwards.
C: Upwards then rightwards.
D: Rightwards then leftwards.
E: Downwards then leftwards.
F: Downwards then rightwards. 
Pick the best suited option.",B,videos/human/0531-01.mp4
B,A,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,0,Eason moving hand with markerpen,0534-00,"['Leftwards then upwards.' 'Rightwards then upwards.'
 'Downwards then upwards' 'Rightwards then downwards.'
 'Upwards then downwards.' 'Leftwards then rightwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Leftwards then upwards.
B: Rightwards then upwards.
C: Downwards then upwards
D: Rightwards then downwards.
E: Upwards then downwards.
F: Leftwards then rightwards. 
Pick the best suited option.",A,videos/human/0534-00.mp4
C,E,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving hand with markerpen,0534-01,"['Downwards then upwards' 'Rightwards then downwards.'
 'Rightwards then upwards.' 'Upwards then downwards.'
 'Leftwards then upwards.' 'Leftwards then rightwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Downwards then upwards
B: Rightwards then downwards.
C: Rightwards then upwards.
D: Upwards then downwards.
E: Leftwards then upwards.
F: Leftwards then rightwards. 
Pick the best suited option.",E,videos/human/0534-01.mp4
E,C,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Eason moving hand with markerpen,0535-00,"['Downwards then upwards' 'Leftwards then upwards.'
 'Upwards then downwards.' 'Leftwards then rightwards.'
 'Rightwards then upwards.' 'Rightwards then downwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Downwards then upwards
B: Leftwards then upwards.
C: Upwards then downwards.
D: Leftwards then rightwards.
E: Rightwards then upwards.
F: Rightwards then downwards. 
Pick the best suited option.",C,videos/human/0535-00.mp4
B,E,What is the direction of the person's hand movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,4,Eason moving hand with markerpen,0535-01,"['Rightwards then upwards.' 'Rightwards then downwards.'
 'Leftwards then upwards.' 'Downwards then upwards'
 'Upwards then downwards.' 'Leftwards then rightwards.']",,"What is the direction of the person's hand movement?
Options: 
A: Rightwards then upwards.
B: Rightwards then downwards.
C: Leftwards then upwards.
D: Downwards then upwards
E: Upwards then downwards.
F: Leftwards then rightwards. 
Pick the best suited option.",E,videos/human/0535-01.mp4
D,E,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,4,Eason moving hand with markerpen,0537-00,"['Leftwards then downwards.' 'Rightwards then leftwards.'
 'Upwards then rightwards.' 'Downwards then leftwards.'
 'Upwards then Upwards.' 'Downwards then rightwards.']",,"In which way did the person's hand move?
Options: 
A: Leftwards then downwards.
B: Rightwards then leftwards.
C: Upwards then rightwards.
D: Downwards then leftwards.
E: Upwards then Upwards.
F: Downwards then rightwards. 
Pick the best suited option.",E,videos/human/0537-00.mp4
D,C,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand with markerpen,0537-01,"['Rightwards then leftwards.' 'Downwards then leftwards.'
 'Upwards then Upwards.' 'Upwards then rightwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.']",,"In which way did the person's hand move?
Options: 
A: Rightwards then leftwards.
B: Downwards then leftwards.
C: Upwards then Upwards.
D: Upwards then rightwards.
E: Leftwards then downwards.
F: Downwards then rightwards. 
Pick the best suited option.",C,videos/human/0537-01.mp4
C,D,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving hand with markerpen,0539-00,"['Downwards then rightwards.' 'Upwards then leftwards.'
 'Downwards then leftwards.' 'Upwards then rightwards.'
 'Rightwards then leftwards.' 'Leftwards then downwards.']",,"In which way did the person's hand move?
Options: 
A: Downwards then rightwards.
B: Upwards then leftwards.
C: Downwards then leftwards.
D: Upwards then rightwards.
E: Rightwards then leftwards.
F: Leftwards then downwards. 
Pick the best suited option.",D,videos/human/0539-00.mp4
E,D,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving hand with markerpen,0539-01,"['Downwards then leftwards.' 'Leftwards then downwards.'
 'Rightwards then leftwards.' 'Upwards then rightwards.'
 'Upwards then leftwards.' 'Downwards then rightwards.']",,"In which way did the person's hand move?
Options: 
A: Downwards then leftwards.
B: Leftwards then downwards.
C: Rightwards then leftwards.
D: Upwards then rightwards.
E: Upwards then leftwards.
F: Downwards then rightwards. 
Pick the best suited option.",D,videos/human/0539-01.mp4
E,A,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,0,Eason moving hand with markerpen,0541-00,"['Rightwards then leftwards.' 'Upwards then leftwards.'
 'Downwards then rightwards.' 'Upwards then rightwards.'
 'Downwards then leftwards.' 'Leftwards then downwards.']",,"In which way did the person's hand move?
Options: 
A: Rightwards then leftwards.
B: Upwards then leftwards.
C: Downwards then rightwards.
D: Upwards then rightwards.
E: Downwards then leftwards.
F: Leftwards then downwards. 
Pick the best suited option.",A,videos/human/0541-00.mp4
D,C,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand with markerpen,0541-01,"['Downwards then rightwards.' 'Leftwards then downwards.'
 'Rightwards then leftwards.' 'Downwards then leftwards.'
 'Upwards then rightwards.' 'Upwards then leftwards.']",,"In which way did the person's hand move?
Options: 
A: Downwards then rightwards.
B: Leftwards then downwards.
C: Rightwards then leftwards.
D: Downwards then leftwards.
E: Upwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",C,videos/human/0541-01.mp4
E,F,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Eason moving hand with markerpen,0542-00,"['Leftwards then rightwards.' 'Rightwards then downwards.'
 'Downwards then upwards' 'Upwards then downwards.'
 'Leftwards then upwards.' 'Rightwards then upwards.']",,"In which way did the person's hand move?
Options: 
A: Leftwards then rightwards.
B: Rightwards then downwards.
C: Downwards then upwards
D: Upwards then downwards.
E: Leftwards then upwards.
F: Rightwards then upwards. 
Pick the best suited option.",F,videos/human/0542-00.mp4
E,C,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand with markerpen,0542-01,"['Rightwards then downwards.' 'Leftwards then rightwards.'
 'Rightwards then upwards.' 'Downwards then upwards'
 'Leftwards then upwards.' 'Upwards then downwards.']",,"In which way did the person's hand move?
Options: 
A: Rightwards then downwards.
B: Leftwards then rightwards.
C: Rightwards then upwards.
D: Downwards then upwards
E: Leftwards then upwards.
F: Upwards then downwards. 
Pick the best suited option.",C,videos/human/0542-01.mp4
C,F,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Eason moving hand with markerpen,0544-00,"['Upwards then downwards.' 'Leftwards then upwards.'
 'Rightwards then downwards.' 'Downwards then upwards'
 'Leftwards then rightwards.' 'Rightwards then rightwards.']",,"In which way did the person's hand move?
Options: 
A: Upwards then downwards.
B: Leftwards then upwards.
C: Rightwards then downwards.
D: Downwards then upwards
E: Leftwards then rightwards.
F: Rightwards then rightwards. 
Pick the best suited option.",F,videos/human/0544-00.mp4
A,D,In which way did the person's hand move?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,3,Eason moving hand with markerpen,0544-01,"['Leftwards then rightwards.' 'Leftwards then upwards.'
 'Rightwards then downwards.' 'Rightwards then rightwards.'
 'Upwards then downwards.' 'Downwards then upwards']",,"In which way did the person's hand move?
Options: 
A: Leftwards then rightwards.
B: Leftwards then upwards.
C: Rightwards then downwards.
D: Rightwards then rightwards.
E: Upwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",D,videos/human/0544-01.mp4
C,B,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,1,Eason moving hand with markerpen,0546-00,"['Downwards then upwards' 'Rightwards then downwards.'
 'Leftwards then upwards.' 'Rightwards then upwards.'
 'Leftwards then rightwards.' 'Upwards then downwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Downwards then upwards
B: Rightwards then downwards.
C: Leftwards then upwards.
D: Rightwards then upwards.
E: Leftwards then rightwards.
F: Upwards then downwards. 
Pick the best suited option.",B,videos/human/0546-00.mp4
F,C,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,2,Eason moving hand with markerpen,0546-01,"['Rightwards then upwards.' 'Upwards then downwards.'
 'Rightwards then downwards.' 'Downwards then upwards'
 'Leftwards then rightwards.' 'Leftwards then upwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Rightwards then upwards.
B: Upwards then downwards.
C: Rightwards then downwards.
D: Downwards then upwards
E: Leftwards then rightwards.
F: Leftwards then upwards. 
Pick the best suited option.",C,videos/human/0546-01.mp4
C,D,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving hand with markerpen,0548-00,"['Upwards then downwards.' 'Leftwards then upwards.'
 'Rightwards then upwards.' 'Downwards then upwards'
 'Rightwards then downwards.' 'Leftwards then rightwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Upwards then downwards.
B: Leftwards then upwards.
C: Rightwards then upwards.
D: Downwards then upwards
E: Rightwards then downwards.
F: Leftwards then rightwards. 
Pick the best suited option.",D,videos/human/0548-00.mp4
B,F,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Eason moving hand with markerpen,0548-01,"['Leftwards then upwards.' 'Leftwards then rightwards.'
 'Upwards then downwards.' 'Rightwards then upwards.'
 'Rightwards then downwards.' 'Downwards then upwards']",,"How would you describe the hand's directional movement?
Options: 
A: Leftwards then upwards.
B: Leftwards then rightwards.
C: Upwards then downwards.
D: Rightwards then upwards.
E: Rightwards then downwards.
F: Downwards then upwards 
Pick the best suited option.",F,videos/human/0548-01.mp4
C,D,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving hand with markerpen,0550-00,"['Downwards then rightwards.' 'Leftwards then downwards.'
 'Upwards then rightwards.' 'Downwards then leftwards.'
 'Rightwards then leftwards.' 'Upwards then leftwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Downwards then rightwards.
B: Leftwards then downwards.
C: Upwards then rightwards.
D: Downwards then leftwards.
E: Rightwards then leftwards.
F: Upwards then leftwards. 
Pick the best suited option.",D,videos/human/0550-00.mp4
B,A,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,0,Eason moving hand with markerpen,0550-01,"['Downwards then leftwards.' 'Upwards then rightwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.'
 'Upwards then leftwards.' 'Rightwards then leftwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Downwards then leftwards.
B: Upwards then rightwards.
C: Leftwards then downwards.
D: Downwards then rightwards.
E: Upwards then leftwards.
F: Rightwards then leftwards. 
Pick the best suited option.",A,videos/human/0550-01.mp4
A,D,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,3,Eason moving hand with markerpen,0552-00,"['Upwards then rightwards.' 'Leftwards then downwards.'
 'Rightwards then leftwards.' 'Downwards then downwards.'
 'Downwards then rightwards.' 'Upwards then leftwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Upwards then rightwards.
B: Leftwards then downwards.
C: Rightwards then leftwards.
D: Downwards then downwards.
E: Downwards then rightwards.
F: Upwards then leftwards. 
Pick the best suited option.",D,videos/human/0552-00.mp4
A,F,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,5,Eason moving hand with markerpen,0552-01,"['Upwards then rightwards.' 'Leftwards then downwards.'
 'Upwards then leftwards.' 'Downwards then rightwards.'
 'Rightwards then leftwards.' 'Downwards then downwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Upwards then rightwards.
B: Leftwards then downwards.
C: Upwards then leftwards.
D: Downwards then rightwards.
E: Rightwards then leftwards.
F: Downwards then downwards. 
Pick the best suited option.",F,videos/human/0552-01.mp4
C,F,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,5,Eason moving hand with markerpen,0554-00,"['Downwards then leftwards.' 'Upwards then rightwards.'
 'Upwards then leftwards.' 'Rightwards then leftwards.'
 'Leftwards then downwards.' 'Downwards then rightwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Downwards then leftwards.
B: Upwards then rightwards.
C: Upwards then leftwards.
D: Rightwards then leftwards.
E: Leftwards then downwards.
F: Downwards then rightwards. 
Pick the best suited option.",F,videos/human/0554-00.mp4
B,A,How would you describe the hand's directional movement?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",direction,0,Eason moving hand with markerpen,0554-01,"['Downwards then rightwards.' 'Upwards then rightwards.'
 'Downwards then leftwards.' 'Leftwards then downwards.'
 'Upwards then leftwards.' 'Rightwards then leftwards.']",,"How would you describe the hand's directional movement?
Options: 
A: Downwards then rightwards.
B: Upwards then rightwards.
C: Downwards then leftwards.
D: Leftwards then downwards.
E: Upwards then leftwards.
F: Rightwards then leftwards. 
Pick the best suited option.",A,videos/human/0554-01.mp4
C,C,Which direction did the hand travel?,human,"{'composite': 1, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",direction,2,Eason moving hand with controller,0556-00,"['Leftwards then upwards.' 'Rightwards then downwards.'
 'Leftwards then rightwards.' 'Upwards then downwards.'
 'Rightwards then upwards.' 'Downwards then upwards']",,"Which direction did the hand travel?
Options: 
A: Leftwards then upwards.
B: Rightwards then downwards.
C: Leftwards then rightwards.
D: Upwards then downwards.
E: Rightwards then upwards.
F: Downwards then upwards 
Pick the best suited option.",C,videos/human/0556-00.mp4
