a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
C,C,Which direction(s) does the charger rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,Chuhan rotating charger,0622-01,"['Clockwise throughout.' 'Clockwise then counter-clockwise.'
 'Counter-clockwise throughout.' 'No rotation.'
 'Counter-clockwise then clockwise.']",,"Which direction(s) does the charger rotate in?
Options: 
A: Clockwise throughout.
B: Clockwise then counter-clockwise.
C: Counter-clockwise throughout.
D: No rotation.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",C,videos/human/0622-01.mp4
E,B,Which direction(s) does the charger rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,Chuhan rotating charger,0623-00,"['Counter-clockwise throughout.' 'Clockwise throughout.' 'No rotation.'
 'Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.']",,"Which direction(s) does the charger rotate in?
Options: 
A: Counter-clockwise throughout.
B: Clockwise throughout.
C: No rotation.
D: Counter-clockwise then clockwise.
E: Clockwise then counter-clockwise. 
Pick the best suited option.",B,videos/human/0623-00.mp4
B,E,Which direction(s) does the charger rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,4,Chuhan rotating charger,0623-01,"['Clockwise then counter-clockwise.' 'Counter-clockwise then clockwise.'
 'No rotation.' 'Clockwise throughout.' 'Counter-clockwise throughout.']",,"Which direction(s) does the charger rotate in?
Options: 
A: Clockwise then counter-clockwise.
B: Counter-clockwise then clockwise.
C: No rotation.
D: Clockwise throughout.
E: Counter-clockwise throughout. 
Pick the best suited option.",E,videos/human/0623-01.mp4
C,B,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,Ziyao drawing with bare hand,0653-00,"['Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'No rotation.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: Clockwise then counter-clockwise.
B: Clockwise throughout.
C: Counter-clockwise then clockwise.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",B,videos/human/0653-00.mp4
C,A,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,Ziyao drawing with bare hand,0653-01,"['Counter-clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Clockwise then counter-clockwise.' 'No rotation.'
 'Clockwise throughout.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: Counter-clockwise throughout.
B: Counter-clockwise then clockwise.
C: Clockwise then counter-clockwise.
D: No rotation.
E: Clockwise throughout. 
Pick the best suited option.",A,videos/human/0653-01.mp4
D,A,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,Ziyao drawing with bare hand,0654-00,"['Counter-clockwise throughout.' 'Clockwise throughout.'
 'Clockwise then counter-clockwise.' 'Counter-clockwise then clockwise.'
 'No rotation.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: Counter-clockwise throughout.
B: Clockwise throughout.
C: Clockwise then counter-clockwise.
D: Counter-clockwise then clockwise.
E: No rotation. 
Pick the best suited option.",A,videos/human/0654-00.mp4
D,E,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,4,Ziyao drawing with bare hand,0654-01,"['No rotation.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: No rotation.
B: Counter-clockwise throughout.
C: Counter-clockwise then clockwise.
D: Clockwise then counter-clockwise.
E: Clockwise throughout. 
Pick the best suited option.",E,videos/human/0654-01.mp4
D,B,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,Chuhan drawing shapes,0699-00,"['Counter-clockwise then clockwise.' 'Clockwise throughout.'
 'No rotation.' 'Clockwise then counter-clockwise.'
 'Counter-clockwise throughout.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise throughout.
C: No rotation.
D: Clockwise then counter-clockwise.
E: Counter-clockwise throughout. 
Pick the best suited option.",B,videos/human/0699-00.mp4
C,B,Which direction(s) does the person's hand rotate in?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,Chuhan drawing shapes,0699-01,"['Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'Clockwise throughout.' 'Clockwise then counter-clockwise.'
 'No rotation.']",,"Which direction(s) does the person's hand rotate in?
Options: 
A: Counter-clockwise then clockwise.
B: Counter-clockwise throughout.
C: Clockwise throughout.
D: Clockwise then counter-clockwise.
E: No rotation. 
Pick the best suited option.",B,videos/human/0699-01.mp4
B,C,In which direction(s) does the person's hand rotate?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,Chuhan drawing shapes,0700-00,"['Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'Counter-clockwise throughout.' 'Clockwise throughout.' 'No rotation.']",,"In which direction(s) does the person's hand rotate?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise then counter-clockwise.
C: Counter-clockwise throughout.
D: Clockwise throughout.
E: No rotation. 
Pick the best suited option.",C,videos/human/0700-00.mp4
C,D,In which direction(s) does the person's hand rotate?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,Chuhan drawing shapes,0700-01,"['Counter-clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'No rotation.']",,"In which direction(s) does the person's hand rotate?
Options: 
A: Counter-clockwise throughout.
B: Counter-clockwise then clockwise.
C: Clockwise then counter-clockwise.
D: Clockwise throughout.
E: No rotation. 
Pick the best suited option.",D,videos/human/0700-01.mp4
D,D,What direction(s) does the ballet dancer rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0253-01,"['Counter-clockwise then clockwise.' 'Clockwise throughout.'
 'Clockwise then counter-clockwise.' 'Counter-clockwise throughout.'
 'No rotation.']",https://www.youtube.com/watch?v=5nBEyVZUrk8,"What direction(s) does the ballet dancer rotate in?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise throughout.
C: Clockwise then counter-clockwise.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",D,videos/object/0253-01.mp4
C,D,In which direction(s) does the blue circle rotate relative to the red circle?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0272-00,"['No rotation.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=AToXA0Molig&t=777s,"In which direction(s) does the blue circle rotate relative to the red circle?
Options: 
A: No rotation.
B: Clockwise then counter-clockwise.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",D,videos/simulated/0272-00.mp4
E,C,What direction(s) does the moon rotate relative to the Earth?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,,0273-00,"['Counter-clockwise throughout.' 'No rotation.' 'Clockwise throughout.'
 'Clockwise then counter-clockwise.' 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=MrzWzMUhQfw,"What direction(s) does the moon rotate relative to the Earth?
Options: 
A: Counter-clockwise throughout.
B: No rotation.
C: Clockwise throughout.
D: Clockwise then counter-clockwise.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",C,videos/object/0273-00.mp4
D,D,What direction(s) does the car move?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0274-00,"['Clockwise then counter-clockwise.' 'No rotation.'
 'Clockwise throughout.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=NsFYcy3X_dg,"What direction(s) does the car move?
Options: 
A: Clockwise then counter-clockwise.
B: No rotation.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",D,videos/simulated/0274-00.mp4
E,C,What direction(s) does the roller coaster move?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,,0275-00,"['Counter-clockwise then clockwise.' 'No rotation.'
 'Clockwise throughout.' 'Counter-clockwise throughout.'
 'Clockwise then counter-clockwise.']",https://www.youtube.com/watch?v=NsFYcy3X_dg,"What direction(s) does the roller coaster move?
Options: 
A: Counter-clockwise then clockwise.
B: No rotation.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: Clockwise then counter-clockwise. 
Pick the best suited option.",C,videos/object/0275-00.mp4
C,A,What direction(s) does the Ferris wheel rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0276-00,"['Clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Counter-clockwise throughout.' 'Clockwise then counter-clockwise.'
 'No rotation.']",https://www.youtube.com/watch?v=NsFYcy3X_dg,"What direction(s) does the Ferris wheel rotate in?
Options: 
A: Clockwise throughout.
B: Counter-clockwise then clockwise.
C: Counter-clockwise throughout.
D: Clockwise then counter-clockwise.
E: No rotation. 
Pick the best suited option.",A,videos/object/0276-00.mp4
D,B,What direction(s) does the satellite rotate relative to the Earch?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,,0277-00,"['Clockwise then counter-clockwise.' 'Counter-clockwise throughout.'
 'No rotation.' 'Clockwise throughout.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=NsFYcy3X_dg,"What direction(s) does the satellite rotate relative to the Earch?
Options: 
A: Clockwise then counter-clockwise.
B: Counter-clockwise throughout.
C: No rotation.
D: Clockwise throughout.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",B,videos/simulated/0277-00.mp4
D,E,What direction(s) does the stone rotate in?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,4,,0278-00,"['No rotation.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.']",https://www.youtube.com/watch?v=COHi3qWME0M,"What direction(s) does the stone rotate in?
Options: 
A: No rotation.
B: Counter-clockwise throughout.
C: Counter-clockwise then clockwise.
D: Clockwise then counter-clockwise.
E: Clockwise throughout. 
Pick the best suited option.",E,videos/simulated/0278-00.mp4
D,A,What direction(s) does the stone rotate in?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0279-00,"['Clockwise throughout.' 'Clockwise then counter-clockwise.'
 'Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'No rotation.']",https://www.youtube.com/watch?v=COHi3qWME0M,"What direction(s) does the stone rotate in?
Options: 
A: Clockwise throughout.
B: Clockwise then counter-clockwise.
C: Counter-clockwise then clockwise.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",A,videos/simulated/0279-00.mp4
D,B,What direction(s) does the pendulum rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,,0254-01,"['Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'No rotation.' 'Clockwise throughout.'
 'Clockwise then counter-clockwise.']",https://www.youtube.com/watch?v=QA1ZAMtxbBA,"What direction(s) does the pendulum rotate in?
Options: 
A: Counter-clockwise then clockwise.
B: Counter-clockwise throughout.
C: No rotation.
D: Clockwise throughout.
E: Clockwise then counter-clockwise. 
Pick the best suited option.",B,videos/object/0254-01.mp4
D,D,What direction(s) does the Ping Pong ball rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0255-01,"['Clockwise throughout.' 'No rotation.'
 'Clockwise then counter-clockwise.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=ApO6V_oetVI,"What direction(s) does the Ping Pong ball rotate in?
Options: 
A: Clockwise throughout.
B: No rotation.
C: Clockwise then counter-clockwise.
D: Counter-clockwise throughout.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",D,videos/object/0255-01.mp4
C,A,What direction(s) does the Ping Pong ball rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0255-02,"['Clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Counter-clockwise throughout.' 'No rotation.'
 'Clockwise then counter-clockwise.']",https://www.youtube.com/watch?v=ApO6V_oetVI,"What direction(s) does the Ping Pong ball rotate in?
Options: 
A: Clockwise throughout.
B: Counter-clockwise then clockwise.
C: Counter-clockwise throughout.
D: No rotation.
E: Clockwise then counter-clockwise. 
Pick the best suited option.",A,videos/object/0255-02.mp4
D,A,What direction(s) does the steel ball rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0255-03,"['Counter-clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'No rotation.']",https://www.youtube.com/watch?v=ApO6V_oetVI,"What direction(s) does the steel ball rotate in?
Options: 
A: Counter-clockwise throughout.
B: Counter-clockwise then clockwise.
C: Clockwise then counter-clockwise.
D: Clockwise throughout.
E: No rotation. 
Pick the best suited option.",A,videos/object/0255-03.mp4
C,C,What direction(s) does the Ferris wheel rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,,0284-00,"['No rotation.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.' 'Counter-clockwise throughout.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=H3086qmGyRc,"What direction(s) does the Ferris wheel rotate in?
Options: 
A: No rotation.
B: Clockwise then counter-clockwise.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",C,videos/object/0284-00.mp4
C,A,What direction(s) does the diving athlete rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0285-00,"['Counter-clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Clockwise throughout.' 'Clockwise then counter-clockwise.'
 'No rotation.']",https://www.youtube.com/watch?v=8VPiqCCOPWg&t=78s,"What direction(s) does the diving athlete rotate in?
Options: 
A: Counter-clockwise throughout.
B: Counter-clockwise then clockwise.
C: Clockwise throughout.
D: Clockwise then counter-clockwise.
E: No rotation. 
Pick the best suited option.",A,videos/object/0285-00.mp4
E,E,What direction(s) does the diving athlete rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,4,,0286-00,"['Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'Counter-clockwise then clockwise.' 'No rotation.'
 'Counter-clockwise throughout.']",https://www.youtube.com/watch?v=l-CAWDgHVzs,"What direction(s) does the diving athlete rotate in?
Options: 
A: Clockwise then counter-clockwise.
B: Clockwise throughout.
C: Counter-clockwise then clockwise.
D: No rotation.
E: Counter-clockwise throughout. 
Pick the best suited option.",E,videos/object/0286-00.mp4
D,B,What direction(s) does the gymnastic athlete rotate in?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,,0287-00,"['Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'No rotation.' 'Counter-clockwise then clockwise.'
 'Counter-clockwise throughout.']",https://www.youtube.com/watch?v=6Buahh-pcuQ,"What direction(s) does the gymnastic athlete rotate in?
Options: 
A: Clockwise then counter-clockwise.
B: Clockwise throughout.
C: No rotation.
D: Counter-clockwise then clockwise.
E: Counter-clockwise throughout. 
Pick the best suited option.",B,videos/object/0287-00.mp4
C,B,In which direction(s) does the person rotate on the horizontal bar?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,,0288-00,"['Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'Counter-clockwise throughout.' 'No rotation.'
 'Counter-clockwise then clockwise.']",https://www.youtube.com/watch?v=zji3Cm_k7go,"In which direction(s) does the person rotate on the horizontal bar?
Options: 
A: Clockwise then counter-clockwise.
B: Clockwise throughout.
C: Counter-clockwise throughout.
D: No rotation.
E: Counter-clockwise then clockwise. 
Pick the best suited option.",B,videos/object/0288-00.mp4
C,A,In which direction(s) does the gymnastic athlete rotate on the horizontal bar?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,0,,0289-00,"['Clockwise throughout.' 'Counter-clockwise then clockwise.'
 'Clockwise then counter-clockwise.' 'Counter-clockwise throughout.'
 'No rotation.']",https://www.youtube.com/watch?v=x1uOtX8mYJo,"In which direction(s) does the gymnastic athlete rotate on the horizontal bar?
Options: 
A: Clockwise throughout.
B: Counter-clockwise then clockwise.
C: Clockwise then counter-clockwise.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",A,videos/object/0289-00.mp4
B,D,In which direction(s) does the gymnastic athlete rotate on the horizontal bar?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0290-00,"['Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'No rotation.' 'Counter-clockwise throughout.' 'Clockwise throughout.']",https://www.youtube.com/watch?v=jHMGaWn-DSU,"In which direction(s) does the gymnastic athlete rotate on the horizontal bar?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise then counter-clockwise.
C: No rotation.
D: Counter-clockwise throughout.
E: Clockwise throughout. 
Pick the best suited option.",D,videos/object/0290-00.mp4
B,C,What is the rotation direction(s) of the second hand on the watch?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,2,,0291-00,"['Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.' 'Counter-clockwise throughout.' 'No rotation.']",https://www.youtube.com/watch?v=xyCQFLOSWGc,"What is the rotation direction(s) of the second hand on the watch?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise then counter-clockwise.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",C,videos/object/0291-00.mp4
B,C,What is the rotation direction(s) of the second hand on the watch?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",rotation,2,,0291-01,"['Counter-clockwise then clockwise.' 'Clockwise then counter-clockwise.'
 'Clockwise throughout.' 'Counter-clockwise throughout.' 'No rotation.']",https://www.youtube.com/watch?v=xyCQFLOSWGc,"What is the rotation direction(s) of the second hand on the watch?
Options: 
A: Counter-clockwise then clockwise.
B: Clockwise then counter-clockwise.
C: Clockwise throughout.
D: Counter-clockwise throughout.
E: No rotation. 
Pick the best suited option.",C,videos/object/0291-01.mp4
B,D,In what direction(s) does the minute hand move on the clock face?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,3,,0293-00,"['Clockwise throughout.' 'Counter-clockwise then clockwise.'
 'No rotation.' 'Counter-clockwise throughout.'
 'Clockwise then counter-clockwise.']",https://www.youtube.com/watch?v=JEJqy1Wlovw,"In what direction(s) does the minute hand move on the clock face?
Options: 
A: Clockwise throughout.
B: Counter-clockwise then clockwise.
C: No rotation.
D: Counter-clockwise throughout.
E: Clockwise then counter-clockwise. 
Pick the best suited option.",D,videos/simulated/0293-00.mp4
C,B,In what direction(s) does the person rotate?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,1,,0256-01,"['Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'Clockwise then counter-clockwise.' 'Clockwise throughout.'
 'No rotation.']",https://www.youtube.com/watch?v=_eMH07Tghs0,"In what direction(s) does the person rotate?
Options: 
A: Counter-clockwise then clockwise.
B: Counter-clockwise throughout.
C: Clockwise then counter-clockwise.
D: Clockwise throughout.
E: No rotation. 
Pick the best suited option.",B,videos/object/0256-01.mp4
C,E,In what direction(s) does the person rotate?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",rotation,4,,0257-01,"['No rotation.' 'Clockwise then counter-clockwise.'
 'Counter-clockwise then clockwise.' 'Counter-clockwise throughout.'
 'Clockwise throughout.']",https://www.youtube.com/watch?v=iaauRiRX4do&t=24s,"In what direction(s) does the person rotate?
Options: 
A: No rotation.
B: Clockwise then counter-clockwise.
C: Counter-clockwise then clockwise.
D: Counter-clockwise throughout.
E: Clockwise throughout. 
Pick the best suited option.",E,videos/object/0257-01.mp4
