a_pred,a_true,question,demonstration_type,variation,motion_type,answer,note,key,options,video_source_url,question_formatted,answer_formatted,video_name
C,E,How does the rate of the hammer's handle hitting the floor vary throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,4,Eason using a hammer to hit the ground,0305-03,"['Remains Constant.' 'Increasing gradually then slows down.'
 'Increasing gradually.' 'Decreasing gradually.'
 'Decreasing gradually then speeds up.']",,"How does the rate of the hammer's handle hitting the floor vary throughout the video?
Options: 
A: Remains Constant.
B: Increasing gradually then slows down.
C: Increasing gradually.
D: Decreasing gradually.
E: Decreasing gradually then speeds up. 
Pick the best suited option.",E,videos/human/0305-03.mp4
B,A,How does the frequency of clapping change throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,0,Eason clapping,0308-00,"['Increasing gradually.' 'Decreasing gradually.' 'Remains Constant.'
 'Increasing gradually then slows down.'
 'Decreasing gradually then speeds up.']",,"How does the frequency of clapping change throughout the video?
Options: 
A: Increasing gradually.
B: Decreasing gradually.
C: Remains Constant.
D: Increasing gradually then slows down.
E: Decreasing gradually then speeds up. 
Pick the best suited option.",A,videos/human/0308-00.mp4
E,A,How does the frequency of clapping change throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,0,Eason clapping,0308-01,"['Decreasing gradually.' 'Decreasing gradually then speeds up.'
 'Remains Constant.' 'Increasing gradually.'
 'Increasing gradually then slows down.']",,"How does the frequency of clapping change throughout the video?
Options: 
A: Decreasing gradually.
B: Decreasing gradually then speeds up.
C: Remains Constant.
D: Increasing gradually.
E: Increasing gradually then slows down. 
Pick the best suited option.",A,videos/human/0308-01.mp4
D,E,How does the rate of clapping vary throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,4,Eason clapping,0308-02,"['Decreasing gradually then speeds up.' 'Remains Constant.'
 'Increasing gradually.' 'Decreasing gradually.'
 'Increasing gradually then slows down.']",,"How does the rate of clapping vary throughout the video?
Options: 
A: Decreasing gradually then speeds up.
B: Remains Constant.
C: Increasing gradually.
D: Decreasing gradually.
E: Increasing gradually then slows down. 
Pick the best suited option.",E,videos/human/0308-02.mp4
E,C,How does the rate of clapping vary throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,2,Eason clapping,0308-03,"['Remains Constant.' 'Decreasing gradually.'
 'Decreasing gradually then speeds up.' 'Increasing gradually.'
 'Increasing gradually then slows down.']",,"How does the rate of clapping vary throughout the video?
Options: 
A: Remains Constant.
B: Decreasing gradually.
C: Decreasing gradually then speeds up.
D: Increasing gradually.
E: Increasing gradually then slows down. 
Pick the best suited option.",C,videos/human/0308-03.mp4
E,C,How does the frequency of the hammer striking the floor change throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,2,Eason using a hammer to hit the ground,0315-00,"['Increasing gradually then slows down.' 'Remains Constant.'
 'Increasing gradually.' 'Decreasing gradually then speeds up.'
 'Decreasing gradually.']",,"How does the frequency of the hammer striking the floor change throughout the video?
Options: 
A: Increasing gradually then slows down.
B: Remains Constant.
C: Increasing gradually.
D: Decreasing gradually then speeds up.
E: Decreasing gradually. 
Pick the best suited option.",C,videos/human/0315-00.mp4
D,D,How does the frequency of the hammer striking the floor change throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,3,Eason using a hammer to hit the ground,0315-01,"['Increasing gradually then slows down.' 'Increasing gradually.'
 'Decreasing gradually then speeds up.' 'Decreasing gradually.'
 'Remains Constant.']",,"How does the frequency of the hammer striking the floor change throughout the video?
Options: 
A: Increasing gradually then slows down.
B: Increasing gradually.
C: Decreasing gradually then speeds up.
D: Decreasing gradually.
E: Remains Constant. 
Pick the best suited option.",D,videos/human/0315-01.mp4
D,B,How does the rate of the hammer hitting the floor vary throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,1,Eason using a hammer to hit the ground,0315-02,"['Decreasing gradually.' 'Increasing gradually then slows down.'
 'Decreasing gradually then speeds up.' 'Increasing gradually.'
 'Remains Constant.']",,"How does the rate of the hammer hitting the floor vary throughout the video?
Options: 
A: Decreasing gradually.
B: Increasing gradually then slows down.
C: Decreasing gradually then speeds up.
D: Increasing gradually.
E: Remains Constant. 
Pick the best suited option.",B,videos/human/0315-02.mp4
C,D,How does the rate of the hammer hitting the floor vary throughout the video?,human,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 1}",velocity&frequency,3,Eason using a hammer to hit the ground,0315-03,"['Decreasing gradually.' 'Increasing gradually then slows down.'
 'Increasing gradually.' 'Decreasing gradually then speeds up.'
 'Remains Constant.']",,"How does the rate of the hammer hitting the floor vary throughout the video?
Options: 
A: Decreasing gradually.
B: Increasing gradually then slows down.
C: Increasing gradually.
D: Decreasing gradually then speeds up.
E: Remains Constant. 
Pick the best suited option.",D,videos/human/0315-03.mp4
C,C,What is the pattern of the weight's speed on the plate?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,physics;rotation,0326-02,['Decelerating.' 'Constant speed.' 'Accelerating.' 'Not moving at all.'],https://www.youtube.com/watch?v=VOOVtEjHqjw,"What is the pattern of the weight's speed on the plate?
Options: 
A: Decelerating.
B: Constant speed.
C: Accelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/object/0326-02.mp4
A,A,What is the pattern of the basketball's speed?,simulated,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,ball;linear,0519-00,['Decelerating.' 'Constant speed.' 'Not moving at all.' 'Accelerating.'],https://www.youtube.com/watch?v=BoanWlyZAGU,"What is the pattern of the basketball's speed?
Options: 
A: Decelerating.
B: Constant speed.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",A,videos/simulated/0519-00.mp4
C,A,What is the pattern of the slider's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,physics;linear,0520-00,['Accelerating.' 'Not moving at all.' 'Decelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=DPl80nZogDE,"What is the pattern of the slider's speed?
Options: 
A: Accelerating.
B: Not moving at all.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",A,videos/object/0520-00.mp4
D,C,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 1, 'zoom': 0}",velocity&frequency,2,linear;airplane,0521-00,['Not moving at all.' 'Constant speed.' 'Accelerating.' 'Decelerating.'],https://www.youtube.com/watch?v=uwwzoftsMXc,"What is the pattern of the plane's speed on the runway?
Options: 
A: Not moving at all.
B: Constant speed.
C: Accelerating.
D: Decelerating. 
Pick the best suited option.",C,videos/object/0521-00.mp4
B,B,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 1, 'zoom': 0}",velocity&frequency,1,linear;airplane,0521-01,['Accelerating.' 'Decelerating.' 'Not moving at all.' 'Constant speed.'],https://www.youtube.com/watch?v=uwwzoftsMXc,"What is the pattern of the plane's speed on the runway?
Options: 
A: Accelerating.
B: Decelerating.
C: Not moving at all.
D: Constant speed. 
Pick the best suited option.",B,videos/object/0521-01.mp4
C,C,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;airplane,0523-00,['Decelerating.' 'Constant speed.' 'Accelerating.' 'Not moving at all.'],https://www.youtube.com/watch?v=eqTZ74aXa68,"What is the pattern of the plane's speed on the runway?
Options: 
A: Decelerating.
B: Constant speed.
C: Accelerating.
D: Not moving at all. 
Pick the best suited option.",C,videos/object/0523-00.mp4
D,A,What is the pattern of the plane's speed on the runway?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,linear;airplane,0523-01,['Decelerating.' 'Not moving at all.' 'Constant speed.' 'Accelerating.'],https://www.youtube.com/watch?v=eqTZ74aXa68,"What is the pattern of the plane's speed on the runway?
Options: 
A: Decelerating.
B: Not moving at all.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",A,videos/object/0523-01.mp4
B,B,What is the pattern of the roller coaster's speed on the rail?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,linear;roller coaster,0525-00,['Decelerating.' 'Accelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=dmqkEmdE5nE,"What is the pattern of the roller coaster's speed on the rail?
Options: 
A: Decelerating.
B: Accelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",B,videos/object/0525-00.mp4
A,C,What is the pattern of the roller coaster's speed on the rail?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;roller coaster,0525-01,['Accelerating.' 'Not moving at all.' 'Decelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=dmqkEmdE5nE,"What is the pattern of the roller coaster's speed on the rail?
Options: 
A: Accelerating.
B: Not moving at all.
C: Decelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0525-01.mp4
C,D,What is the pattern of the wheel's speed on the rail?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,linear;physics;wheel,0527-00,['Decelerating.' 'Not moving at all.' 'Constant speed.' 'Accelerating.'],https://www.youtube.com/watch?v=r8In7AM8Uo4,"What is the pattern of the wheel's speed on the rail?
Options: 
A: Decelerating.
B: Not moving at all.
C: Constant speed.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0527-00.mp4
D,D,What is the pattern of the train's speed?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,linear;train,0528-00,['Not moving at all.' 'Constant speed.' 'Accelerating.' 'Decelerating.'],https://www.youtube.com/watch?v=MetKW3lADr0,"What is the pattern of the train's speed?
Options: 
A: Not moving at all.
B: Constant speed.
C: Accelerating.
D: Decelerating. 
Pick the best suited option.",D,videos/object/0528-00.mp4
A,A,What is the pattern of the wheel's speed on the rail?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,linear;physics;wheel,0527-01,['Decelerating.' 'Accelerating.' 'Not moving at all.' 'Constant speed.'],https://www.youtube.com/watch?v=r8In7AM8Uo4,"What is the pattern of the wheel's speed on the rail?
Options: 
A: Decelerating.
B: Accelerating.
C: Not moving at all.
D: Constant speed. 
Pick the best suited option.",A,videos/object/0527-01.mp4
C,A,What is the pattern of the train's speed on the rail?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,linear;train,0530-00,['Decelerating.' 'Accelerating.' 'Constant speed.' 'Not moving at all.'],https://www.youtube.com/watch?v=UnbAgKI7NDw,"What is the pattern of the train's speed on the rail?
Options: 
A: Decelerating.
B: Accelerating.
C: Constant speed.
D: Not moving at all. 
Pick the best suited option.",A,videos/object/0530-00.mp4
D,C,What is the pattern of the train's speed on the rail?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,2,linear;train,0530-01,['Decelerating.' 'Not moving at all.' 'Accelerating.' 'Constant speed.'],https://www.youtube.com/watch?v=UnbAgKI7NDw,"What is the pattern of the train's speed on the rail?
Options: 
A: Decelerating.
B: Not moving at all.
C: Accelerating.
D: Constant speed. 
Pick the best suited option.",C,videos/object/0530-01.mp4
B,D,What is the pattern of the object's speed on the board?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,3,physics;linear,0532-00,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],https://www.youtube.com/watch?v=-YdzhrKfruk,"What is the pattern of the object's speed on the board?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",D,videos/object/0532-00.mp4
B,A,What is the pattern of the object's speed on the board?,object,"{'composite': 0, 'counterfactual': 1, 'first_person': 0, 'zoom': 0}",velocity&frequency,0,physics;linear,0532-01,['Decelerating.' 'Constant speed.' 'Accelerating.' 'Not moving at all.'],https://www.youtube.com/watch?v=-YdzhrKfruk,"What is the pattern of the object's speed on the board?
Options: 
A: Decelerating.
B: Constant speed.
C: Accelerating.
D: Not moving at all. 
Pick the best suited option.",A,videos/object/0532-01.mp4
D,B,What is the pattern of the pingpong's speed on the plate?,object,"{'composite': 0, 'counterfactual': 0, 'first_person': 0, 'zoom': 0}",velocity&frequency,1,physics;rotation;ball,0255-04,['Constant speed.' 'Decelerating.' 'Not moving at all.' 'Accelerating.'],https://www.youtube.com/watch?v=ApO6V_oetVI,"What is the pattern of the pingpong's speed on the plate?
Options: 
A: Constant speed.
B: Decelerating.
C: Not moving at all.
D: Accelerating. 
Pick the best suited option.",B,videos/object/0255-04.mp4
