video_id,conjugate,caption,distractor_caption,sim_positive,sim_negative,correct
14284621@N06_7326456132_82ecae939b.mp4,after,man in tuxedo vest is shown after the person picks up a child,the person picks up a child after man in tuxedo vest is shown,0.24764686822891235,0.2586575150489807,False
8485866@N03_8115527004_9e09e5a144.mp4,before,the camera comes by a ladder before a red jet is at end of ship,a red jet is at end of ship before the camera comes by a ladder,0.36657384037971497,0.3313884735107422,True
67211380@N00_2420875735_ca183d5763.mp4,after,the guy is spinning the whip around after the actor with white hair takes microphone from the other man,the actor with white hair takes microphone from the other man after the guy is spinning the whip around,0.322074294090271,0.3054456412792206,True
95033136@N00_4682594380_93daa7a985.mp4,before,the panda climbs to the top of the rock before panda sits down,panda sits down before the panda climbs to the top of the rock,0.3845064640045166,0.38893312215805054,False
51727341@N00_4913494887_25ba94c153.mp4,after,the person's red shirt first becomes not visible after person in bright red shirt can be seen,person in bright red shirt can be seen after the person's red shirt first becomes not visible,0.1886288821697235,0.20334258675575256,False
21776013@N06_8204542114_e3a2a99dc9.mp4,before,woman begins dancing before logo on screen,logo on screen before woman begins dancing,0.35248568654060364,0.28548645973205566,True
66139643@N00_9386338617_042c7550f1.mp4,before,camera zooms right when a table with white objects on it appear in the camera before bright red graffiti can be seen,bright red graffiti can be seen before camera zooms right when a table with white objects on it appear in the camera,0.3356550931930542,0.39883390069007874,False
24409978@N00_5757090618_3ff0ff51c7.mp4,after,a silver mini-van leaves the scene after we first see a silver van,we first see a silver van after a silver mini-van leaves the scene,0.3240107297897339,0.26469558477401733,True
16930146@N05_3839594916_ee7d67ec52.mp4,after,a parade of people in purple carrying something passes after boy wearing tie die shirt is clapping with arms in the air,boy wearing tie die shirt is clapping with arms in the air after a parade of people in purple carrying something passes,0.4244236946105957,0.40468186140060425,True
25133870@N00_4978496042_940ba7d578.mp4,after,a man holding up a pamphlet in front of a building after camera pans left to show man with a map,camera pans left to show man with a map after a man holding up a pamphlet in front of a building,0.3186776041984558,0.3562282919883728,False
26988100@N00_5000716657_397877c59c.mp4,before,a woman in a green and white shirt appears before the camera pans backwards,the camera pans backwards before a woman in a green and white shirt appears,0.21241486072540283,0.24121512472629547,False
52198061@N00_3835967049_a5c6f47164.mp4,before,man in view starts juggling then drops one before man points at camera with one hand and walks towards it,man points at camera with one hand and walks towards it before man in view starts juggling then drops one,0.3010019063949585,0.30792438983917236,False
8668089@N08_2918190657_d53f6922ae.mp4,before,camera pans right from beach chairs to ocean before the camera is only on water for frame,the camera is only on water for frame before camera pans right from beach chairs to ocean,0.46324700117111206,0.4009469449520111,True
24617858@N00_2816606041_815c7c6273.mp4,before,woman turns around and starts walking before woman starts walking,woman starts walking before woman turns around and starts walking,0.3422955870628357,0.3422204852104187,True
42872607@N00_3216722391_531cfb839b.mp4,before,cat walks to one end of the door and than back again before camera zooms in on cat,camera zooms in on cat before cat walks to one end of the door and than back again,0.35238420963287354,0.3654908835887909,False
61886413@N00_3830573270_a08e013fe2.mp4,before,the man grabs something off of table before the camera first reaches the opposite end of the man,the camera first reaches the opposite end of the man before the man grabs something off of table,0.19421511888504028,0.21172931790351868,False
61509440@N00_3685734859_c34a41660b.mp4,before,something starts to enter view on right before a bald spot zooms by,a bald spot zooms by before something starts to enter view on right,0.18015682697296143,0.19396063685417175,False
33439178@N00_12280528136_b1d8fa292c.mp4,before,first time child claps before a woman wearing a green and yellow shirt shows her face for the first time,a woman wearing a green and yellow shirt shows her face for the first time before first time child claps,0.31709200143814087,0.3046194911003113,True
11699242@N07_9610063813_021d0a929a.mp4,after,a person in a bright red shirt walks by after the man sits back in his chair,the man sits back in his chair after a person in a bright red shirt walks by,0.2406410574913025,0.28648385405540466,False
19323926@N00_3586691469_f1eb98c5b7.mp4,after,person wearing white shirt and blue shorts enter the frame dancing after neither babys' faces are visible at the beginning of the video,neither babys' faces are visible at the beginning of the video after person wearing white shirt and blue shorts enter the frame dancing,0.3068801462650299,0.3341725766658783,False
8485866@N03_2652909308_2cf69b5b15.mp4,before,cat walks underneath the persons legs before cat kissing her pants,cat kissing her pants before cat walks underneath the persons legs,0.3174467384815216,0.2617407441139221,True
25654955@N03_6284837116_f2dc6d8509.mp4,before,first strike with the shovel before a person in white walks up and behind the man digging,a person in white walks up and behind the man digging before first strike with the shovel,0.25703364610671997,0.20581915974617004,True
19323926@N00_3626701920_228d7c030f.mp4,after,a woman puts a baby over her shoulder after a baby sticks his hand in the water then puts it to his mouth,a baby sticks his hand in the water then puts it to his mouth after a woman puts a baby over her shoulder,0.3676961064338684,0.37882673740386963,False
55455788@N00_10855991194_487e7b96a0.mp4,before,the pigs first begin racing before pig in the red shirt rounds the curve,pig in the red shirt rounds the curve before the pigs first begin racing,0.39023667573928833,0.3134113550186157,True
55455788@N00_10855991194_487e7b96a0.mp4,after,focused on the pigs after pig in the red shirt rounds the curve,pig in the red shirt rounds the curve after focused on the pigs,0.32248538732528687,0.3296337127685547,False
24617858@N00_2817477962_49e5788312.mp4,before,dog shakes off water before the small black dog flees after a woman starts to splash water on it,the small black dog flees after a woman starts to splash water on it before dog shakes off water,0.35782599449157715,0.36499354243278503,False
27605119@N00_9109468739_8028855f70.mp4,before,someone's head is first seen as they walk by before the camera shakes,the camera shakes before someone's head is first seen as they walk by,0.2178206443786621,0.22613930702209473,False
24449744@N04_3594450980_b25d3d52eb.mp4,before,we first see the woman before girl looks at the camera,girl looks at the camera before we first see the woman,0.24074576795101166,0.2595677375793457,False
44925192@N00_5567085088_d618943a35.mp4,before,a person wearing a pink shirt is seen the first time before yellow shorts appear,yellow shorts appear before a person wearing a pink shirt is seen the first time,0.20420104265213013,0.23646101355552673,False
66579708@N00_5317374233_b8699e6a39.mp4,before,"a little girl in dark blue dress presented her art on the table, which was perfectly captured by the camera before camera zooms on girl in red shirt's face","camera zooms on girl in red shirt's face before a little girl in dark blue dress presented her art on the table, which was perfectly captured by the camera",0.38349002599716187,0.3522101640701294,True
65430553@N08_9109552121_6213eea64b.mp4,before,a jet appears to stay still and the camera zooms in before the camera zooms out on the plane,the camera zooms out on the plane before a jet appears to stay still and the camera zooms in,0.3906293511390686,0.3764101564884186,True
51167579@N06_9323446518_2b2dfea0fb.mp4,before,passengers rush towards stopping train on platform before train leaves platform,train leaves platform before passengers rush towards stopping train on platform,0.31418442726135254,0.35005199909210205,False
41357196@N00_3339248448_220f563419.mp4,before,dog on right sits before black dog hops up for the first time,black dog hops up for the first time before dog on right sits,0.3946049213409424,0.36947721242904663,True
58906525@N04_5472302964_e550392e1d.mp4,before,a woman shoots before camera suddenly twists around,camera suddenly twists around before a woman shoots,0.21309366822242737,0.21278518438339233,True
59431569@N02_8227464997_7f7f32870a.mp4,before,yellow road sign passes on right before we pass a big white sign on the left,we pass a big white sign on the left before yellow road sign passes on right,0.3007914423942566,0.2915355861186981,True
26292851@N04_6056204141_fac454e52f.mp4,after,the baby gorilla looks at the camera after the gorillas walk into view,the gorillas walk into view after the baby gorilla looks at the camera,0.3293197453022003,0.40691497921943665,False
19894250@N00_8425749412_9272eb8671.mp4,after,man in black walks out to towards the edge after camera pans to people,camera pans to people after man in black walks out to towards the edge,0.2970353662967682,0.3301229178905487,False
44925192@N00_4701028239_cde49ae7ee.mp4,after,the baby in the blue suit is kicking their legs after camera pans left to show woman eating,camera pans left to show woman eating after the baby in the blue suit is kicking their legs,0.2940196394920349,0.3360803425312042,False
58027470@N00_3826173052_00f5cc4230.mp4,after,"baby drops head forwards, falling asleep but jolting up after baby looks toward the camera for the first time","baby looks toward the camera for the first time after baby drops head forwards, falling asleep but jolting up",0.30095386505126953,0.28263747692108154,True
55919472@N00_5651481910_7fb944ce83.mp4,before,person in white shirt walks past camera before we begin to look at the other people playing drums,we begin to look at the other people playing drums before person in white shirt walks past camera,0.25049319863319397,0.2450477033853531,True
14284621@N06_5470914150_19929a8bc6.mp4,after,little girl in pink dress crawls around on grass after a young girl waves her arms while standing in a field,a young girl waves her arms while standing in a field after little girl in pink dress crawls around on grass,0.34768593311309814,0.3955135941505432,False
22144986@N00_5506248996_f47e2a8316.mp4,after,"the drone passes through the blue ring after the frame shows a red and yellow post, a blue hoop and then two posts","the frame shows a red and yellow post, a blue hoop and then two posts after the drone passes through the blue ring",0.3205081820487976,0.35071128606796265,False
50719589@N00_2659171411_346779be91.mp4,before,"a person lit in rade is shown, then the frame fades to black before two red circles appear","two red circles appear before a person lit in rade is shown, then the frame fades to black",0.31910765171051025,0.27080076932907104,True
14934133@N00_3716073314_7328e9ab1c.mp4,before,camera zooms in to stage before blue light flashes up from the stage for first time,blue light flashes up from the stage for first time before camera zooms in to stage,0.3335440754890442,0.35215842723846436,False
36933654@N00_5899711108_1cced33755.mp4,before,a man passes near the stage before the person wearing a hotdog costume begins to dance,the person wearing a hotdog costume begins to dance before a man passes near the stage,0.28131717443466187,0.3235079050064087,False
60274407@N00_2632304556_eb24a267d3.mp4,after,jostled camera is zooming in and out after when camera first zooms in,when camera first zooms in after jostled camera is zooming in and out,0.22676949203014374,0.24535799026489258,False
24409978@N00_4983538280_12f157040a.mp4,before,we view the first wave coming into shore before the wave reaches out of the frame,the wave reaches out of the frame before we view the first wave coming into shore,0.3513961434364319,0.40362417697906494,False
25133870@N00_5022167782_4ac2c11fb8.mp4,after,the camera moves right and a woman's face comes into view after waterfall in a forest,waterfall in a forest after the camera moves right and a woman's face comes into view,0.41937029361724854,0.3812471032142639,True
14284621@N06_6855148077_26c0c80d0a.mp4,before,a big blue sign comes into view before the car passes a blue sign,the car passes a blue sign before a big blue sign comes into view,0.26699504256248474,0.26645028591156006,True
19323926@N00_3186418457_a3df2335ed.mp4,after,baby grabs the blanket after baby bouncing and then falls down,baby bouncing and then falls down after baby grabs the blanket,0.36536455154418945,0.38750582933425903,False
31667813@N00_3159450613_4a463646e0.mp4,before,a mouse climbs in and out of a yellow wheel before hamster wheel moves fast for the first time,hamster wheel moves fast for the first time before a mouse climbs in and out of a yellow wheel,0.37669408321380615,0.34480321407318115,True
44925192@N00_4769565946_89942c579d.mp4,before,a hand creeps in from the right side for the first time before first time we see the baby laugh,first time we see the baby laugh before a hand creeps in from the right side for the first time,0.3758549690246582,0.39456817507743835,False
28970704@N05_6287161037_14d6a7091d.mp4,before,camera focuses on sign saying 'zombie disco disaster.' before the letters c and o flash behind a woman,the letters c and o flash behind a woman before camera focuses on sign saying 'zombie disco disaster.',0.4204767346382141,0.37728947401046753,True
55919472@N00_13899035754_08b8bcf021.mp4,before,the brown bar at the top disappears before the beam that was under the bell is no longer in view,the beam that was under the bell is no longer in view before the brown bar at the top disappears,0.28129249811172485,0.31135785579681396,False
11699242@N07_8287182854_f2b5013e68.mp4,after,first time person in santa hat walks through frame directly in front of camera after the white car passes by,the white car passes by after first time person in santa hat walks through frame directly in front of camera,0.3696313798427582,0.34624409675598145,True
26988100@N00_5000550633_c08bd38fa0.mp4,after,the woman flips the reins after first time we see the lady on the horse,first time we see the lady on the horse after the woman flips the reins,0.3896533250808716,0.3445436358451843,True
55437289@N00_8010348919_f61297cd14.mp4,before,the plane flies behind the trees before we see a google t-shirt,we see a google t-shirt before the plane flies behind the trees,0.3163401782512665,0.3069165349006653,True
60003305@N00_3269332505_ebae8bbc12.mp4,after,first time cat looks up at camera after the cat sits,the cat sits after first time cat looks up at camera,0.22119969129562378,0.2823410630226135,False
81358982@N00_4499750251_15cd6978f1.mp4,after,the cat rolls around on the ground after kitty looks for reassurance from a chair,kitty looks for reassurance from a chair after the cat rolls around on the ground,0.38853928446769714,0.30461519956588745,True
33439178@N00_12280528136_b1d8fa292c.mp4,after,the face of a woman in orange and green is visible for the first time after baby is clapping,baby is clapping after the face of a woman in orange and green is visible for the first time,0.2763233780860901,0.31510090827941895,False
66139643@N00_11658141126_f61155c380.mp4,after,the camera zooms out after a white car passes the painters,a white car passes the painters after the camera zooms out,0.38672935962677,0.332294225692749,True
58027470@N00_3260002829_d23bc94271.mp4,after,other side of scooter is first shown after man on scooter stops,man on scooter stops after other side of scooter is first shown,0.2681363821029663,0.2460554987192154,True
91499534@N00_4760052149_d8bdb81e05.mp4,after,man in red shirt on segway points toward camera after we see only two men on segway ride,we see only two men on segway ride after man in red shirt on segway points toward camera,0.28958946466445923,0.3252124786376953,False
26526176@N00_4020927720_7d41a0c121.mp4,after,the camera moves in and left and right after woman with her camera,woman with her camera after the camera moves in and left and right,0.2481648176908493,0.24584896862506866,True
24449744@N04_3594450980_b25d3d52eb.mp4,before,we first see the woman before girl looks at the camera,girl looks at the camera before we first see the woman,0.24074576795101166,0.2595677375793457,False
25654955@N03_5069939890_58c064dc97.mp4,before,man holds up a worm (or something that looks like it) before water bottle goes mid screen,water bottle goes mid screen before man holds up a worm (or something that looks like it),0.31886112689971924,0.27068448066711426,True
7345638@N06_4356199689_c5874ba20c.mp4,before,the boy turn his head then back before boy looks at camera briefly,boy looks at camera briefly before the boy turn his head then back,0.22957280278205872,0.2106640785932541,True
10287726@N02_3667079013_2d2f614d2f.mp4,before,a tank drive down a hill before the camera pans from the man's head,the camera pans from the man's head before a tank drive down a hill,0.4546765387058258,0.3968040347099304,True
12595974@N00_2897212675_f853c07025.mp4,before,contraption spins in circles for the first time before contraption falls off the table and man puts it back up,contraption falls off the table and man puts it back up before contraption spins in circles for the first time,0.4249047040939331,0.4294748902320862,False
14284621@N06_5470332531_5d84501584.mp4,before,the baby looks in the camera and waves her hands before baby is touching woman's face,baby is touching woman's face before the baby looks in the camera and waves her hands,0.43016600608825684,0.41324055194854736,True
26292851@N04_4499217540_88b1757450.mp4,before,camera starts to focus on the ipad before the hand moves the cord,the hand moves the cord before camera starts to focus on the ipad,0.3265681266784668,0.3610137104988098,False
51167579@N06_12136570356_73632e95c2.mp4,before,trolley train comes into view before camera begins first pan to the right,camera begins first pan to the right before trolley train comes into view,0.32498201727867126,0.28402265906333923,True
41249501@N06_3960493490_9628a3d374.mp4,before,a woman and a man walk past the cameraman before cameraman's feet are briefly shown,cameraman's feet are briefly shown before a woman and a man walk past the cameraman,0.29500120878219604,0.29092124104499817,True
32659844@N00_8380025954_6b73bb0c25.mp4,after,a person in red becomes visible after two men in white shirts with backpacks come briefly into view,two men in white shirts with backpacks come briefly into view after a person in red becomes visible,0.1954696923494339,0.1963208168745041,False
24409978@N00_5752721077_bea3173b89.mp4,before,the person in red temporarily leaves the view before the man spits fire into the air,the man spits fire into the air before the person in red temporarily leaves the view,0.30739864706993103,0.3726542592048645,False
25832003@N00_4333208497_40bce38caf.mp4,after,man fixes glasses while watching band march at nightime after camera pans to the right,camera pans to the right after man fixes glasses while watching band march at nightime,0.27337169647216797,0.2952589988708496,False
41357196@N00_3339248448_220f563419.mp4,before,dog on right sits before black dog jumps,black dog jumps before dog on right sits,0.3716907501220703,0.3346709907054901,True
91499534@N00_3453664884_1b38886e4a.mp4,before,people in a field are standing before the camera zooms in on the plane and the grass can no longer be seen,the camera zooms in on the plane and the grass can no longer be seen before people in a field are standing,0.33403730392456055,0.31145116686820984,True
50072196@N00_8494901801_2a59170218.mp4,after,The light begins to shine in the room after a man in dark clothing is addressing an audience of young people,a man in dark clothing is addressing an audience of young people after The light begins to shine in the room,0.32448047399520874,0.3492127060890198,False
51035693821@N01_3337300180_091590a63f.mp4,before,finger goes into nose before woman in brown shirt laughs and touches the back of her head,woman in brown shirt laughs and touches the back of her head before finger goes into nose,0.41153770685195923,0.37101542949676514,True
32659844@N00_8380025954_6b73bb0c25.mp4,before,a person in red becomes visible before the man in ren begins to clap,the man in ren begins to clap before a person in red becomes visible,0.22716039419174194,0.2396242916584015,False
31667813@N00_3159450613_4a463646e0.mp4,after,hamster wheel moves fast for the first time after mouse leaves wheel briefly,mouse leaves wheel briefly after hamster wheel moves fast for the first time,0.3307262659072876,0.2809019088745117,True
32705331@N00_6543806297_b3e2c00cf6.mp4,before,the cat remains seated on the floor before cat tries to climb leg,cat tries to climb leg before the cat remains seated on the floor,0.3543752431869507,0.29841673374176025,True
36933654@N00_5899711108_1cced33755.mp4,before,a man passes near the stage before the person in the hot dog suit starts jumping,the person in the hot dog suit starts jumping before a man passes near the stage,0.25598859786987305,0.28693151473999023,False
7390466@N06_5596597491_f5b69c9c8f.mp4,before,Boy in glasses pulls first nacho from stack before boy in black eats the food,boy in black eats the food before Boy in glasses pulls first nacho from stack,0.3262765109539032,0.3093755841255188,True
67211380@N00_2420875735_ca183d5763.mp4,before,man faces the audience and speaks to them before the man in the pirate costume backs away,the man in the pirate costume backs away before man faces the audience and speaks to them,0.3095422089099884,0.3457691967487335,False
78332988@N00_4653002775_2be37d99aa.mp4,after,liquid sprays into the air after a hand holding a camera comes up from the bottom of the frame,a hand holding a camera comes up from the bottom of the frame after liquid sprays into the air,0.29893219470977783,0.27896225452423096,True
51727341@N00_4914111798_a713caf839.mp4,before,the man in the blue shirt is visible for the first time before the sunlight creeps into the shot,the sunlight creeps into the shot before the man in the blue shirt is visible for the first time,0.2061181515455246,0.20112237334251404,True
58027470@N00_2753576649_f54b4c2408.mp4,before,the boy only barely moves his thumb before boy rolls towards his back and you can see his belly button,boy rolls towards his back and you can see his belly button before the boy only barely moves his thumb,0.30320942401885986,0.329740971326828,False
11699242@N07_8283285682_d1267bb1cc.mp4,after,the person in orange goes down to the ground after man in black kicks his leg,man in black kicks his leg after the person in orange goes down to the ground,0.35039544105529785,0.25959914922714233,True
67211380@N00_2420895475_8bd30b7db4.mp4,before,person puts umbrella in the air before the man finally lets go,the man finally lets go before person puts umbrella in the air,0.2564825415611267,0.21664831042289734,True
19323926@N00_6015769906_7c97b5250a.mp4,after,a little boy climbs the stairs to the ball pit after child throw's the ball into the game,child throw's the ball into the game after a little boy climbs the stairs to the ball pit,0.5135465860366821,0.4624820947647095,True
25832003@N00_4354162528_a4b649dbcb.mp4,after,one of the dancers is left behind and the runs to catch up after there is a camera flash,there is a camera flash after one of the dancers is left behind and the runs to catch up,0.27418094873428345,0.29566651582717896,False
47887101@N00_5226814313_d634da5400.mp4,after,the person in red walks out of the room after the boy in blue starts bouncing,the boy in blue starts bouncing after the person in red walks out of the room,0.26207810640335083,0.28524839878082275,False
12595974@N00_2399637177_50419d4a17.mp4,after,"girl throws and orange cone, and the dog runs towards it after woman walks up to dog and orange cone","woman walks up to dog and orange cone after girl throws and orange cone, and the dog runs towards it",0.40371593832969666,0.36516955494880676,True
21776013@N06_8604725930_f6f5314798.mp4,after,cartoons begin to dance to the their left after the title on screen appears and then disappears,the title on screen appears and then disappears after cartoons begin to dance to the their left,0.3649541735649109,0.34284311532974243,True
8485866@N03_3068835754_9c92816d46.mp4,after,cat leans in to smell camera after when the camera moves downwards a little bit in front of the cat,when the camera moves downwards a little bit in front of the cat after cat leans in to smell camera,0.309376984834671,0.3056551218032837,True
72175114@N00_6989600056_961c06fd2d.mp4,before,two white balloons are visible before a red and blue sign comes into the picture,a red and blue sign comes into the picture before two white balloons are visible,0.28279200196266174,0.3155441880226135,False
91499534@N00_3821734475_6fb6f099d8.mp4,before,the blue stage changes color before the camera starts to zoom in,the camera starts to zoom in before the blue stage changes color,0.33571863174438477,0.3654342591762543,False
24409978@N00_5783819903_e6639fe5a7.mp4,before,first time orange hat can be seen before the person with the orange hat leaves the screen the first time,the person with the orange hat leaves the screen the first time before first time orange hat can be seen,0.23810215294361115,0.2362973690032959,True
44186100@N00_2590335345_15b6f8eb5f.mp4,before,child runs in front of camera before the music direction begins directing the music,the music direction begins directing the music before child runs in front of camera,0.3110589385032654,0.3142465353012085,False
41086995@N00_7450279020_06f7701526.mp4,before,man in blue climbs up as the other person lets go before person in blue reaches top of platform,person in blue reaches top of platform before man in blue climbs up as the other person lets go,0.3204314410686493,0.27831125259399414,True
11699242@N07_12026205986_ce1417f1c5.mp4,before,a person enters the screen before person wearing coat walks by,person wearing coat walks by before a person enters the screen,0.2703549265861511,0.3120822310447693,False
34971257@N00_7908108710_7b7dc7bde2.mp4,after,girl shakes her head after little girl points and covers face,little girl points and covers face after girl shakes her head,0.30811169743537903,0.3176051080226898,False
51167579@N06_12485522565_b701dbf4ee.mp4,before,people cross road behind bus before the bus passes the camera,the bus passes the camera before people cross road behind bus,0.30746009945869446,0.311552494764328,False
50072196@N00_3743027816_594d4185ca.mp4,before,person on skis goes past us before Fast Skier Passes Slow Skier on the Left,Fast Skier Passes Slow Skier on the Left before person on skis goes past us,0.41962000727653503,0.37107083201408386,True
21776013@N06_7430499768_ebc7c583b7.mp4,after,words flash onto the screen after the scene switches to indoors,the scene switches to indoors after words flash onto the screen,0.27690067887306213,0.3065693974494934,False
24617858@N00_2816551593_b319e15b06.mp4,before,woman blinks her eyes twice before woman starts walking,woman starts walking before woman blinks her eyes twice,0.29809778928756714,0.3121699094772339,False
8485866@N03_3355740001_6602b4fb04.mp4,before,"camera zooms in on cat before the cat looks to our left, then looks back at us","the cat looks to our left, then looks back at us before camera zooms in on cat",0.32701563835144043,0.2941776514053345,True
81365121@N00_4136819734_dcf7078be4.mp4,before,man sits back in his chair before man drinks beer after eating,man drinks beer after eating before man sits back in his chair,0.3548608720302582,0.35538649559020996,False
51167579@N06_9323446518_2b2dfea0fb.mp4,before,the train comes to a stop before train starts moving aain,train starts moving aain before the train comes to a stop,0.39006954431533813,0.3326634168624878,True
24409978@N00_5757090618_3ff0ff51c7.mp4,before,a car drives by a man wearing a blue shirt before we first see a silver van,we first see a silver van before a car drives by a man wearing a blue shirt,0.27513250708580017,0.2674380838871002,True
31667813@N00_3159450613_4a463646e0.mp4,after,hamster wheel moves fast for the first time after the mouse comes out of the yellow wheel before climbing back in,the mouse comes out of the yellow wheel before climbing back in after hamster wheel moves fast for the first time,0.3358636498451233,0.3337189257144928,True
